18214				    1.7	
18225				    1.7	
18237				    1.7	
18249				    1.7	
18260				    1.7	
18272				    1.7	
18283				    1.7	
18295				    2.5	
18307				    2.5	
18319				    2.5	
18331				    2.5	
18342				    2.5	
18353				    5.7	
18365				    5.9	
18377				    5.9	
18388				    7.4	
18400				    10.4	
18412				    11.7	
18423				    11.6	
18434				    11.4	
18445				    17.2	
18456				    19.7	
18468				    20.0	
18480				    20.2	
18492				    21.3	
18503				    21.3	
18514				    22.8	
18526				    22.8	
18537				    21.2	
18549				    21.1	
18560				    20.9	
18572				    21.0	
18583				    22.0	
18595				    22.4	
18606				    22.7	
18617				    22.0	
18629				    21.2	
18640				    22.2	
18652				    22.6	
18664				    22.2	
18675				    23.1	
18686				    23.1	
18698				    23.6	
18709				    22.9	
18721				    22.2	
18732				    22.0	
18744				    21.6	
18756				    21.6	
18768				    21.4	
18780				    21.4	
18791				    21.5	
18803				    21.5	
18815				    20.9	
18827				    21.0	
18839				    21.0	
18850				    20.3	
18862				    21.1	
18874				    21.1	
18885				    21.1	
18897				    21.6	
18908				    21.6	
18920				    21.5	
18932				    20.9	
18943				    21.1	
18955				    21.1	
18967				    21.1	
18979				    20.5	
18990				    20.5	
19002				    20.5	
19013				    21.0	
19024				    20.8	
19036				    20.8	
19048				    20.8	
19060				    20.7	
19071				    20.6	
19083				    20.2	
19095				    21.1	
19106				    21.1	
19118				    21.0	
19129				    20.2	
19140				    20.3	
19152				    21.1	
19163				    21.2	
19175				    21.1	
19187				    20.8	
19199				    20.7	
