33024				    1
33036				    1
33048				    1
33060				    1
33072				    1
33083				    1
33094				    1
33105				    1
33117				    1.3	
33128				    1.4	
33140				    1.8	
33151				    1.8	
33163				    1.8	
33174				    2.5	
33185				    4.5	
33197				    6.4	
33208				    6.4	
33220				    6.4	
33232				    7.2	
33244				    9.9	
33255				    13.9	
33266				    13.6	
33277				    16.4	
33289				    17.2	
33300				    20.4	
33312				    20.8	
33324				    20.8	
33335				    20.4	
33346				    22.1	
33358				    22.3	
33369				    26.6	
33381				    26.8	
33392				    25.5	
33404				    24.0	
33415				    23.9	
33426				    28.4	
33438				    28.0	
33449				    25.5	
33461				    24.8	
33473				    24.4	
33484				    27.2	
33496				    27.2	
33507				    27.2	
33519				    26.1	
33531				    27.7	
33542				    27.7	
33554				    26.4	
33565				    24.9	
33576				    24.0	
33588				    24.5	
33600				    24.7	
33612				    24.4	
33623				    24.4	
33635				    23.2	
33646				    22.9	
33657				    22.9	
33669				    23.6	
33681				    24.5	
33692				    24.5	
33705				    24.2	
33716				    23.7	
33728				    24.1	
33739				    24.0	
33752				    23.7	
33763				    23.3	
33775				    23.1	
33786				    23.0	
33798				    23.4	
33810				    24.9	
33821				    24.8	
33833				    24.0	
33844				    24.0	
33856				    23.8	
33867				    24.0	
33878				    24.0	
33890				    23.9	
33901				    24.1	
33913				    24.0	
33924				    23.7	
