1650				    2.5	
1661				    2.5	
1672				    2.5	
1684				    2.5	
1695				    2.5	
1706				    3.1	
1717				    4.1	
1729				    4.1	
1740				    4.1	
1751				    4.1	
1762				    4.1	
1773				    4.1	
1784				    4.1	
1795				    4.1	
1806				    4.1	
1817				    4.1	
1828				    4.1	
1839				    4.1	
1850				    4.1	
1862				    4.1	
1872				    4.1	
1884				    4.1	
1894				    4.1	
1905				    4.1	
1917				    4.1	
1928				    4.1	
1939				    4.1	
1950				    4.1	
1961				    4.1	
1973				    4.1	
1983				    4.1	
1995				    4.1	
2006				    4.1	
2017				    4.1	
2028				    4.1	
2039				    4.1	
2050				    4.1	
2062				    4.1	
2072				    4.1	
2084				    4.1	
2095				    4.1	
2107				    4.1	
2118				    4.1	
2129				    data_segs_out:32	send
2140				    1.1	
2151				    1.1	
2162				    1.1	
2174				    1.1	
2185				    1.1	
2197				    1.1	
2209				    1.1	
2220				    1.1	
2232				    1.1	
2243				    1.1	
2254				    1.1	
2265				    1.1	
2276				    1.1	
2287				    1.1	
2298				    1.1	
2310				    1.1	
2322				    1.1	
2332				    1.1	
2343				    1.1	
2354				    1.1	
2367				    1.1	
2380				    1.1	
2391				    1.1	
2402				    1.1	
2415				    1.1	
2426				    1.1	
2439				    1.1	
2450				    1.1	
2461				    1.1	
2472				    1.1	
2483				    1.1	
2494				    1.1	
2504				    1.1	
2517				    1.1	
2529				    1.1	
2540				    2.3	
2551				    2.3	
2558				    2.3	
2564				    2.3	
2570				    2.3	
2575				    3.4	
2581				    3.8	
2586				    3.8	
2592				    3.8	
2597				    3.8	
2603				    3.8	
2608				    3.8	
2614				    3.8	
2619				    3.8	
2625				    7.1	
2631				    7.1	
2636				    7.1	
2642				    8.6	
2647				    8.6	
2653				    8.6	
2658				    13.6	
2664				    15.1	
2670				    15.1	
2677				    15.1	
2683				    15.1	
2690				    15.1	
2696				    15.1	
2702				    15.1	
2709				    15.1	
2715				    15.1	
2721				    15.1	
2727				    15.1	
2733				    15.1	
2740				    15.1	
2746				    15.1	
2752				    15.1	
2758				    15.1	
2764				    15.1	
2770				    15.1	
2777				    15.1	
2783				    15.1	
2789				    15.1	
2795				    12.8	
2802				    12.6	
2813				    12.0	
2825				    19.4	
2836				    19.8	
2847				    19.8	
2858				    19.7	
2869				    19.7	
2879				    19.7	
2890				    19.7	
2901				    19.7	
2912				    19.7	
2924				    19.7	
2934				    19.7	
2946				    19.7	
2957				    19.7	
2968				    19.7	
2979				    21.0	
2990				    22.9	
3001				    26.9	
3012				    26.9	
3023				    26.9	
3034				    26.9	
3045				    26.9	
3056				    25.2	
3066				    21.2	
3077				    22.6	
3089				    26.1	
3100				    26.3	
3111				    26.8	
3122				    27.2	
3133				    27.2	
3144				    27.2	
3155				    26.8	
3166				    26.8	
3177				    26.8	
3188				    26.8	
3199				    26.8	
3210				    26.8	
3221				    26.8	
3232				    26.8	
3243				    26.8	
3255				    26.8	
3265				    26.8	
3276				    26.8	
3288				    26.8	
3299				    26.8	
3310				    26.8	
3322				    26.8	
3333				    26.8	
3344				    21.5	
3356				    21.6	
3367				    21.9	
3379				    22.5	
3392				    22.5	
3401				    22.5	
3409				    22.5	
