29268				    1
29280				    1
29291				    1
29303				    1
29314				    1
29326				    1
29337				    1
29348				    1
29360				    1
29372				    1
29383				    1.4	
29395				    1.7	
29407				    1.7	
29418				    1.7	
29429				    1.7	
29441				    1.7	
29452				    1.7	
29464				    1.7	
29476				    1.9	
29488				    2.2	
29499				    2.8	
29511				    3.2	
29522				    3.6	
29533				    3.6	
29545				    3.6	
29556				    3.6	
29568				    3.6	
29580				    3.6	
29591				    3.6	
29603				    3.6	
29614				    3.8	
29626				    3.8	
29637				    4.2	
29648				    4.3	
29660				    4.3	
29671				    4.5	
29683				    5.3	
29694				    5.3	
29705				    5.3	
29717				    5.3	
29728				    5.3	
29739				    5.3	
29751				    5.3	
29763				    5.3	
29775				    5.3	
29787				    5.5	
29799				    6.1	
29811				    6.1	
29823				    6.7	
29834				    7.4	
29845				    7.4	
29856				    7.7	
29868				    8.3	
29879				    8.6	
29891				    8.6	
29903				    8.6	
29914				    8.6	
29926				    8.6	
29937				    8.6	
29948				    8.6	
29959				    9.1	
29972				    9.2	
29983				    9.9	
29995				    10.0	
30006				    11.5	
30017				    11.5	
30029				    11.4	
30040				    11.9	
30052				    12.0	
30063				    12.8	
30075				    13.3	
30086				    13.3	
30097				    13.4	
30109				    13.5	
30120				    14.5	
30132				    14.5	
30144				    14.6	
30155				    14.6	
30167				    14.6	
30179				    14.6	
30190				    14.2	
30201				    14.2	
30213				    14.2	
30224				    14.2	
30236				    14.8	
30248				    15.0	
30259				    15.0	
30271				    15.0	
30283				    15.0	
30295				    14.7	
30306				    14.7	
30318				    15.5	
30330				    15.3	
30341				    15.3	
30353				    15.3	
30364				    16.2	
30376				    16.1	
30387				    16.2	
30399				    16.2	
30410				    16.2	
30421				    16.4	
30433				    16.4	
30444				    16.9	
30456				    17.0	
30467				    17.2	
30479				    17.4	
30490				    17.4	
30501				    17.3	
30513				    17.2	
30524				    17.2	
30536				    17.3	
30547				    17.4	
30559				    17.4	
30571				    17.4	
30582				    17.4	
30594				    17.6	
30605				    17.6	
30616				    17.6	
30628				    17.7	
30639				    17.7	
30651				    17.5	
30663				    17.4	
30674				    17.3	
30685				    17.1	
30697				    17.7	
30708				    17.7	
30720				    17.8	
30731				    17.8	
30742				    17.8	
30753				    17.6	
30765				    17.7	
