13932				    2.7	
13944				    2.7	
13954				    2.7	
13965				    3.4	
13977				    5.7	
13988				    5.7	
13998				    6.1	
14009				    9.6	
14020				    11.5	
14031				    12.1	
14042				    18.1	
14053				    22.6	
14064				    27.2	
14075				    32.6	
14086				    33.8	
14097				    47.4	
14108				    54.1	
14119				    56.1	
14130				    67.5	
14140				    76.2	
14151				    75.0	
14162				    80.4	
14173				    109.9	
14184				    97.5	
14195				    98.7	
14206				    102.5	
14216				    115.1	
14227				    109.8	
14238				    117.1	
