19730				    1
19741				    1
19752				    1
19763				    1
19774				    1
19785				    1
19796				    1
19807				    1
19819				    1
19830				    1
19841				    1
19854				    1.4	
19865				    1.3	
19876				    1.3	
19887				    1.3	
19899				    1.3	
19910				    1.3	
19921				    1.3	
19932				    1.3	
19943				    1.3	
19955				    1.3	
19966				    1.9	
19977				    1.9	
19989				    2.3	
20000				    2.4	
20011				    2.5	
20022				    2.5	
20033				    2.5	
20044				    2.5	
20055				    2.5	
20066				    2.5	
20077				    2.5	
20088				    3.0	
20100				    3.1	
20111				    3.4	
20122				    4.0	
20133				    4.8	
20145				    5.1	
20156				    5.1	
20167				    5.1	
20178				    5.1	
20189				    5.1	
20200				    5.1	
20212				    5.1	
20223				    5.1	
20234				    5.8	
20245				    6.1	
20257				    6.2	
20268				    7.6	
20279				    8.5	
20290				    8.9	
20301				    9.1	
20312				    9.1	
20323				    9.1	
20334				    9.1	
20345				    9.1	
20357				    9.1	
20368				    9.1	
20379				    9.3	
20391				    10.0	
20402				    10.3	
20413				    10.3	
20425				    11.4	
20436				    11.4	
20447				    11.6	
20457				    12.3	
20464				    13.3	
20471				    13.3	
20478				    13.3	
20484				    13.2	
20491				    13.2	
20497				    13.4	
20504				    13.4	
20511				    13.4	
20518				    13.4	
20524				    13.4	
20531				    13.4	
20538				    13.4	
20545				    13.4	
20551				    13.4	
20558				    13.4	
20564				    13.8	
20571				    13.8	
20578				    13.8	
20584				    14.6	
20591				    14.6	
20598				    14.6	
20605				    14.5	
20611				    15.0	
20618				    15.0	
20625				    14.9	
20636				    14.8	
20647				    15.9	
20658				    16.5	
20670				    16.9	
20681				    17.1	
20692				    16.9	
20703				    17.0	
20714				    17.7	
20725				    17.5	
20736				    17.5	
20748				    17.5	
20759				    17.5	
20770				    19.0	
20781				    19.0	
20793				    19.0	
20804				    18.6	
20815				    18.6	
20826				    18.6	
20838				    18.6	
20849				    18.6	
20860				    18.8	
20871				    18.9	
20882				    18.9	
20893				    18.9	
20905				    18.8	
20916				    18.7	
20927				    18.7	
20938				    18.7	
20949				    18.5	
20960				    18.5	
20972				    18.0	
20983				    18.0	
20994				    18.7	
21005				    19.6	
21016				    19.6	
21027				    19.6	
21039				    19.6	
21050				    19.1	
21061				    19.1	
21073				    19.0	
21084				    20.0	
21096				    20.0	
21107				    20.0	
21118				    20.1	
21129				    20.1	
21140				    20.0	
21152				    20.0	
