19940				    1
19951				    1
19963				    1
19975				    1
19987				    1
19998				    1
20010				    1
20021				    1
20033				    1
20044				    1.3	
20056				    1.3	
20067				    1.3	
20078				    1.3	
20089				    1.3	
20101				    1.3	
20112				    1.7	
20124				    2.3	
20135				    3.1	
20147				    3.1	
20158				    3.1	
20169				    3.1	
20180				    3.1	
20192				    3.1	
20203				    3.1	
20214				    3.5	
20225				    3.9	
20237				    4.4	
20249				    4.5	
20260				    4.5	
20272				    4.7	
20283				    4.7	
20295				    4.7	
20306				    4.7	
20318				    4.7	
20329				    5.6	
20341				    5.6	
20353				    7.2	
20365				    7.2	
20376				    8.9	
20388				    9.4	
20399				    9.8	
20411				    9.8	
20423				    9.8	
20434				    9.8	
20445				    10.0	
20457				    10.0	
20468				    10.5	
20480				    10.5	
20492				    10.9	
20504				    10.7	
20516				    10.6	
20528				    12.3	
20539				    12.1	
20551				    12.6	
20562				    12.6	
20574				    12.9	
20585				    12.9	
20597				    12.8	
20609				    12.8	
20621				    13.0	
20632				    13.8	
20644				    13.8	
20656				    14.8	
20668				    15.6	
20679				    15.4	
20691				    14.9	
20702				    14.9	
20714				    15.1	
20725				    15.1	
20736				    14.8	
20748				    15.3	
20760				    15.6	
20772				    15.7	
20783				    15.9	
20795				    15.8	
20806				    15.8	
20817				    15.5	
20829				    15.6	
20840				    16.0	
20852				    16.7	
20863				    16.9	
20875				    16.9	
20887				    16.9	
20899				    16.9	
20911				    17.0	
20922				    17.0	
20933				    16.8	
20945				    18.3	
20956				    18.0	
20968				    17.8	
20980				    17.3	
20992				    17.3	
21003				    17.4	
21014				    17.4	
21026				    19.0	
21037				    18.9	
21048				    18.8	
21060				    18.4	
21071				    18.4	
21082				    18.5	
21094				    19.1	
21105				    19.2	
21116				    19.2	
21128				    19.2	
21139				    19.2	
21151				    19.0	
21162				    19.4	
21173				    20.0	
21185				    20.0	
21196				    20.4	
21208				    20.4	
21219				    20.6	
21231				    20.7	
21242				    20.7	
21254				    20.5	
