14058				    1
14070				    1
14081				    1
14092				    1
14103				    1
14115				    1
14126				    1
14137				    1
14149				    1
14160				    1
14171				    1.1	
14182				    1.6	
14193				    1.6	
14204				    1.6	
14217				    1.6	
14228				    1.6	
14239				    1.6	
14250				    1.6	
14261				    1.6	
14272				    1.6	
14283				    1.6	
14294				    1.8	
14305				    3.0	
14316				    3.1	
14328				    3.1	
14340				    3.1	
14351				    3.1	
14362				    3.1	
14374				    3.1	
14385				    3.1	
14396				    3.1	
14407				    3.1	
14418				    3.1	
14430				    3.1	
14441				    4.0	
14452				    5.6	
14463				    5.6	
14474				    5.6	
14485				    5.6	
14496				    5.6	
14507				    5.6	
14518				    5.6	
14529				    5.6	
14541				    5.6	
14552				    5.6	
14563				    5.6	
14574				    7.6	
14585				    9.3	
14596				    9.3	
14607				    9.7	
14618				    9.8	
14629				    9.8	
14640				    9.7	
14652				    9.7	
14663				    9.7	
14674				    9.7	
14686				    9.7	
14698				    9.7	
14710				    9.7	
14721				    9.7	
14732				    9.7	
14744				    10.4	
14755				    12.5	
14766				    12.9	
14777				    13.3	
14788				    13.4	
14799				    13.4	
14810				    14.8	
14821				    14.8	
14832				    14.7	
14843				    15.9	
14855				    16.0	
14866				    16.0	
14877				    16.0	
14888				    16.0	
14900				    16.0	
14911				    16.0	
14922				    16.0	
14933				    16.0	
14944				    16.0	
14955				    15.9	
14966				    15.7	
14977				    15.9	
14988				    15.9	
15000				    16.0	
15011				    16.0	
15022				    15.9	
15033				    15.7	
15044				    17.3	
15056				    17.3	
15067				    17.3	
15078				    16.9	
15089				    18.0	
15100				    18.1	
15112				    18.2	
15123				    18.7	
15134				    18.8	
15145				    18.8	
15156				    18.8	
15167				    18.9	
15179				    18.9	
15190				    18.8	
15202				    18.4	
15213				    18.4	
15225				    18.1	
15236				    18.1	
15247				    18.1	
15258				    18.1	
15269				    18.1	
15280				    18.1	
15291				    18.1	
15302				    18.1	
15314				    18.2	
15325				    18.8	
15336				    18.6	
15347				    18.5	
15358				    18.8	
15369				    18.7	
15380				    19.1	
15391				    19.1	
15402				    18.8	
15413				    18.9	
15424				    19.4	
15435				    19.4	
15446				    19.2	
15457				    19.8	
15468				    19.8	
