14044				    1
14054				    1
14066				    1
14077				    1
14088				    1
14099				    1
14110				    1
14121				    1
14132				    1
14143				    1.6	
14155				    1.6	
14166				    1.6	
14178				    2.7	
14188				    4.9	
14200				    8.0	
14211				    8.0	
14222				    12.1	
14233				    12.6	
14244				    15.2	
14255				    18.4	
14266				    18.4	
14277				    19.0	
14288				    23.8	
14300				    23.3	
14311				    24.8	
14322				    24.6	
14333				    23.5	
14344				    22.6	
14355				    22.6	
14366				    24.2	
14377				    24.2	
14388				    24.2	
14399				    20.3	
14410				    22.5	
14422				    22.4	
14433				    21.3	
14444				    22.1	
14455				    21.8	
14468				    21.8	
14479				    22.3	
14490				    23.0	
14501				    23.3	
14512				    23.3	
14523				    24.3	
14534				    24.6	
14545				    24.6	
14556				    26.6	
14567				    27.1	
14578				    26.8	
14589				    25.4	
14600				    25.3	
14611				    24.5	
14623				    25.7	
14634				    25.9	
14645				    25.9	
14657				    25.2	
14668				    24.9	
14679				    24.9	
14691				    24.6	
14702				    24.6	
14713				    24.5	
14724				    23.3	
14735				    23.2	
14746				    23.2	
14758				    23.9	
14769				    23.9	
14780				    23.9	
14792				    23.5	
14803				    23.5	
14814				    23.0	
14825				    22.7	
14836				    22.3	
14847				    22.3	
14858				    22.2	
14869				    22.1	
14880				    22.1	
14891				    21.5	
14902				    21.5	
14913				    20.6	
14925				    20.5	
14936				    19.9	
14948				    19.6	
14959				    19.5	
14970				    19.5	
14982				    19.1	
14993				    18.8	
15004				    18.7	
