0				    1
12				    1
23				    1
35				    1
46				    1
58				    2.1	
69				    2.1	
80				    2.1	
92				    2.1	
103				    3.0	
114				    6.4	
125				    6.6	
137				    7.2	
148				    8.4	
160				    8.8	
171				    11.7	
182				    11.7	
193				    11.5	
205				    11.5	
216				    13.4	
228				    13.4	
239				    13.4	
251				    14.1	
262				    15.0	
273				    17.8	
284				    17.1	
296				    16.5	
308				    16.3	
319				    16.3	
330				    16.2	
343				    16.7	
354				    16.7	
366				    16.8	
377				    17.6	
388				    17.0	
400				    16.8	
411				    15.7	
422				    15.6	
433				    15.1	
444				    14.8	
456				    14.7	
467				    15.2	
478				    15.7	
489				    16.0	
500				    16.4	
512				    16.5	
523				    16.3	
534				    16.3	
546				    16.8	
557				    16.8	
568				    16.8	
579				    15.8	
591				    15.7	
602				    15.7	
613				    15.5	
625				    15.5	
636				    15.6	
647				    15.6	
659				    15.1	
670				    15.4	
681				    15.3	
693				    15.5	
704				    15.5	
715				    15.3	
726				    15.4	
737				    15.4	
748				    15.6	
759				    15.6	
770				    15.3	
782				    15.0	
793				    15.0	
804				    15.0	
816				    14.5	
827				    15.4	
839				    15.4	
850				    15.3	
861				    15.9	
872				    15.9	
884				    16.2	
895				    16.3	
906				    16.3	
917				    16.3	
928				    15.8	
940				    15.8	
951				    16.2	
962				    16.2	
974				    16.2	
986				    16.2	
997				    16.1	
1008				    16.6	
1020				    16.6	
1031				    16.6	
1042				    16.6	
1053				    16.6	
1064				    16.1	
1075				    15.7	
1086				    15.6	
1098				    15.5	
1109				    15.2	
1120				    15.3	
1132				    15.3	
1143				    15.2	
1155				    15.2	
1166				    14.9	
1177				    14.9	
1189				    14.7	
1200				    15.0	
1211				    14.9	
1222				    14.9	
1234				    14.8	
1245				    14.6	
1256				    14.4	
1267				    14.3	
