6607				    1
6618				    1
6629				    1
6640				    1
6651				    1
6662				    1
6674				    1
6685				    1
6697				    1
6708				    1
6719				    1
6730				    1.2	
6742				    1.2	
6754				    1.4	
6765				    1.4	
6777				    1.4	
6788				    1.4	
6799				    1.4	
6810				    1.4	
6822				    1.4	
6833				    1.4	
6844				    1.4	
6855				    1.4	
6867				    1.4	
6878				    1.4	
6890				    2.3	
6901				    2.4	
6913				    2.6	
6924				    2.6	
6935				    2.6	
6946				    2.6	
6958				    2.6	
6970				    2.6	
6981				    2.6	
6992				    2.6	
7003				    2.6	
7015				    2.6	
7026				    3.0	
7038				    3.0	
7049				    3.9	
7061				    4.4	
7072				    4.4	
7084				    4.6	
7096				    4.6	
7107				    4.6	
7118				    4.6	
7130				    4.6	
7141				    4.6	
7152				    4.6	
7163				    4.6	
7174				    4.6	
7186				    5.0	
7197				    6.0	
7209				    6.2	
7220				    6.9	
7231				    7.2	
7242				    7.6	
7254				    7.7	
7265				    8.5	
7276				    8.5	
7287				    8.5	
7299				    8.5	
7310				    8.5	
7321				    8.5	
7333				    8.5	
7344				    8.5	
7355				    8.5	
7366				    8.5	
7378				    8.5	
7389				    8.4	
7401				    8.2	
7412				    8.2	
7423				    8.6	
7435				    9.5	
7446				    9.5	
7457				    10.6	
7468				    10.6	
7479				    10.6	
7490				    10.7	
7502				    11.3	
7514				    11.8	
7525				    11.8	
7536				    11.8	
7547				    11.8	
7558				    11.8	
7570				    11.6	
7581				    11.6	
7592				    11.6	
7604				    11.6	
7615				    11.6	
7626				    11.6	
7637				    11.6	
7649				    12.9	
7660				    12.9	
7671				    13.6	
7682				    13.9	
7694				    13.9	
7705				    13.5	
7716				    14.2	
7727				    14.3	
7738				    14.3	
7750				    14.3	
7761				    14.6	
7772				    14.8	
7783				    14.8	
7794				    14.7	
7805				    14.7	
7817				    15.3	
7828				    15.4	
7839				    15.9	
7850				    16.1	
7862				    16.1	
7873				    16.4	
7884				    16.4	
7895				    16.2	
7907				    16.3	
7918				    16.3	
7929				    16.3	
7941				    16.3	
7952				    16.3	
7963				    16.3	
7975				    16.3	
7986				    16.1	
7998				    16.1	
8009				    16.1	
8020				    16.6	
8032				    16.6	
8043				    16.6	
8054				    17.6	
8065				    17.8	
8077				    17.8	
8088				    17.6	
8099				    17.1	
8110				    17.6	
8121				    17.6	
8132				    17.7	
8143				    17.7	
8155				    17.7	
8166				    17.6	
8177				    17.6	
8189				    17.6	
8200				    17.6	
