11403				    1
11414				    1
11425				    1
11436				    1
11446				    1
11458				    1
11468				    1
11479				    1
11490				    1
11501				    1
11512				    1.1	
11523				    1.1	
11534				    1.1	
11545				    1.1	
11556				    1.1	
11566				    1.1	
11577				    1.1	
11588				    1.1	
11599				    1.1	
11610				    1.1	
11620				    2.2	
11631				    2.2	
11642				    2.2	
11653				    2.2	
11663				    2.2	
11674				    2.2	
11685				    2.2	
11695				    2.2	
11706				    2.2	
11717				    2.2	
11729				    2.5	
11739				    3.5	
11750				    3.5	
11761				    3.5	
11772				    3.4	
11783				    3.3	
11794				    3.3	
11804				    3.3	
11816				    3.3	
11827				    3.3	
11838				    3.3	
11849				    3.3	
11860				    3.3	
11871				    3.3	
11881				    3.8	
11892				    3.8	
11903				    3.8	
11914				    3.8	
11925				    4.0	
11936				    4.1	
11947				    4.5	
11958				    4.9	
11968				    5.2	
11979				    5.2	
11990				    5.2	
12002				    5.2	
12013				    5.2	
12024				    5.2	
12035				    5.1	
12045				    5.1	
12056				    5.1	
12067				    5.1	
12078				    5.2	
12089				    5.2	
12099				    5.2	
12110				    5.2	
12121				    5.2	
12132				    5.2	
12143				    5.2	
12154				    5.6	
12165				    5.6	
12176				    5.7	
12187				    5.7	
12198				    5.7	
12209				    5.9	
12220				    6.2	
12230				    6.2	
12241				    6.3	
12252				    6.4	
12263				    6.6	
12274				    6.6	
12284				    6.6	
12295				    6.6	
12307				    6.6	
12318				    6.6	
12328				    6.6	
12339				    6.6	
12350				    6.8	
12361				    6.9	
12373				    7.0	
12383				    7.4	
12395				    7.7	
12406				    7.8	
12416				    7.8	
12427				    7.7	
12438				    7.7	
12449				    8.4	
12460				    8.4	
12471				    8.8	
12482				    9.7	
12493				    10.1	
12503				    10.4	
12515				    10.5	
12526				    10.7	
12537				    10.7	
12547				    10.5	
12558				    11.4	
12569				    11.5	
12580				    11.5	
12590				    11.6	
12601				    11.6	
12612				    11.8	
12623				    11.8	
12634				    11.8	
12645				    11.8	
12656				    11.8	
12667				    11.8	
12677				    11.8	
12688				    11.8	
12699				    11.8	
12710				    11.5	
12721				    11.6	
12731				    11.7	
12742				    11.7	
12753				    11.6	
12764				    11.6	
12775				    11.6	
12786				    11.5	
12797				    11.9	
12808				    11.9	
12818				    12.8	
12829				    12.8	
12841				    12.9	
12851				    12.9	
12862				    13.1	
12873				    13.0	
12884				    12.8	
12895				    12.8	
12906				    12.8	
12917				    12.5	
12928				    12.3	
12939				    12.3	
12950				    11.9	
12961				    12.0	
12972				    12.0	
12982				    12.0	
12993				    11.9	
13004				    12.4	
13015				    12.4	
13026				    12.3	
13037				    12.4	
13049				    12.4	
13060				    12.4	
13071				    12.6	
13082				    12.6	
13095				    12.5	
13102				    12.5	
13108				    12.5	
13114				    12.5	
13119				    12.4	
13125				    12.4	
13131				    2.8
13136				    2.7
13142				    2.7
13148				    2.5
13153				    2.5
13159				    2.5
13165				    2.5
13170				    2.5
13176				    2.1
13181				    2.1
13187				    1.9
13192				    1.9
13198				    1.9
13204				    1.9
13209				    1.8
13215				    1.8
13221				    1.3
13226				    1.3
13232				    1.3
13237				    1.3
13243				    1.3
13248				    1.2
13254				    1.2
13261				    1.2
13267				    1.2
13273				    1.1
13280				    1.1
13286				    1.1
13292				    1.1
13299				    1.1
13305				    1.1
13311				    1.0
13318				    1.0
13324				    1.0
13330				    1
13337				    1
13343				    1
13350				    1
13356				    1
13363				    1
13369				    1
13375				    1
13382				    1
13388				    1
13394				    1
13400				    1
13407				    1
13413				    1
13419				    1
13426				    1
13432				    1
13438				    1
13444				    1
13451				    1
13457				    2.3
13463				    2.7
13470				    2.7
13476				    2.7
13483				    2.7
13489				    2.7
13495				    3.0
13502				    3.2
13508				    3.2
13514				    3.2
13521				    3.5
13527				    3.5
13533				    5.3
13539				    5.3
13545				    5.3
13552				    5.3
