41019				    23.635
41031				    23.635
41042				    23.635
41053				    23.635
41064				    23.635
41075				    23.635
41086				    10.739
41097				    10.739
41109				    10.739
41120				    10.739
41131				    8.619
41142				    3.661
41153				    3.661
41164				    3.661
41175				    3.661
41187				    3.661
41199				    0.391
41210				    0.391
41221				    0.391
41232				    2.013
41244				    3.085
41255				    4.922
41267				    8.326
41278				    8.642
41289				    9.076
41300				    9.076
41312				    4.313
41323				    4.883
41334				    5.735
41345				    7.363
41357				    4.883
41368				    5.357
41380				    5.357
41391				    2.598
41403				    4.98
41414				    3.154
41425				    2.8
41436				    2.8
41448				    2.8
41459				    2.329
41470				    5.647
41481				    5.628
41493				    5.628
41504				    5.628
41515				    7.055
41526				    6.076
41538				    6.076
41549				    16.785
41560				    11.995
41571				    10.876
41583				    10.876
41595				    13.215
41606				    11.76
41617				    3.793
41629				    3.793
41640				    10.526
41652				    10.129
41663				    4.294
41674				    2.643
41685				    2.996
41696				    3.29
41708				    4.82
41719				    4.272
41730				    3.999
41742				    4.233
41753				    3.416
41764				    6.31
41775				    3.148
41786				    2.859
41798				    1.591
41809				    1.591
41820				    3.395
41832				    2.984
41843				    6.858
41855				    6.858
41866				    6.286
41878				    3.972
41890				    3.972
41901				    4.667
41912				    6.909
41923				    6.426
41934				    4.856
41946				    2.859
41957				    2.237
41968				    4.423
41979				    4.423
41991				    9.095
42002				    6.364
42013				    5.827
42024				    7.513
42035				    7.265
42047				    7.265
42058				    5.798
42069				    5.596
42080				    5.596
42092				    4.567
42103				    3.343
42114				    4.313
42125				    3.826
42137				    5.198
42148				    5.198
42159				    7.882
42170				    3.419
42181				    3.662
42192				    2.158
42204				    2.158
