1907				    1
1918				    1
1930				    1
1941				    1
1952				    1
1964				    1
1975				    1
1987				    1
1999				    1.4	
2010				    1.6	
2022				    1.6	
2033				    1.6	
2045				    1.6	
2057				    1.6	
2068				    1.6	
2080				    1.6	
2091				    1.7	
2102				    3.0	
2113				    3.0	
2125				    3.1	
2136				    3.3	
2148				    3.3	
2160				    3.3	
2171				    3.3	
2183				    3.3	
2195				    3.3	
2207				    3.3	
2219				    4.3	
2231				    4.3	
2242				    5.7	
2253				    6.3	
2265				    6.3	
2277				    6.3	
2288				    6.3	
2300				    6.3	
2311				    6.3	
2323				    6.3	
2334				    8.3	
2345				    8.5	
2357				    9.5	
2368				    10.1	
2380				    10.2	
2391				    10.8	
2402				    10.8	
2413				    10.8	
2425				    10.8	
2436				    10.8	
2448				    10.8	
2459				    10.8	
2471				    10.8	
2482				    10.9	
2494				    10.9	
2505				    10.2	
2517				    10.1	
2528				    10.3	
2539				    10.7	
2550				    10.7	
2562				    12.7	
2573				    12.7	
2584				    12.5	
2596				    12.5	
2607				    12.9	
2619				    12.9	
2630				    13.4	
2641				    13.4	
2652				    13.4	
2664				    13.4	
2675				    13.2	
2687				    13.2	
2698				    13.6	
2709				    14.2	
2720				    15.5	
2732				    15.5	
2744				    16.1	
2756				    16.8	
2767				    16.8	
2779				    16.9	
2790				    16.8	
2801				    17.1	
2812				    17.9	
2824				    17.9	
2835				    17.9	
2846				    17.5	
2858				    18.7	
2869				    19.0	
2881				    19.1	
2892				    18.9	
2904				    18.8	
2915				    18.6	
2927				    18.6	
2938				    18.9	
2950				    19.2	
2961				    19.1	
2973				    19.1	
2984				    19.1	
2996				    19.1	
3007				    18.7	
3019				    18.8	
3030				    18.8	
3041				    18.9	
3052				    19.1	
3064				    19.1	
3076				    18.6	
3087				    18.2	
3098				    18.4	
3109				    18.4	
3121				    19.5	
3132				    19.5	
3145				    19.3	
3156				    18.8	
3168				    18.8	
3180				    19.0	
3191				    19.0	
3202				    20.0	
3213				    19.9	
3224				    19.9	
3236				    19.9	
