10603				    1
10614				    1
10625				    1
10637				    1
10649				    1
10660				    2.8	
10671				    2.8	
10683				    2.8	
10695				    2.8	
10706				    2.8	
10717				    6.9	
10729				    6.9	
10740				    6.9	
10752				    8.6	
10763				    8.6	
10774				    11.2	
10787				    11.2	
10798				    14.3	
10810				    17.4	
10821				    19.3	
10832				    20.9	
10844				    20.5	
10856				    23.8	
10867				    23.8	
10878				    23.4	
10890				    22.0	
10902				    25.7	
10913				    26.3	
10924				    26.3	
10936				    27.4	
10947				    27.4	
10959				    27.2	
10970				    26.6	
10982				    26.5	
10993				    26.4	
11005				    26.6	
11016				    26.1	
11028				    27.5	
11040				    27.4	
11051				    26.5	
11062				    26.5	
11074				    23.0	
11085				    27.4	
11096				    27.2	
11108				    26.1	
11119				    26.7	
11131				    26.7	
11142				    26.1	
11154				    25.9	
11165				    25.8	
11176				    25.2	
11188				    25.3	
11199				    25.3	
11211				    24.5	
11222				    24.5	
11234				    24.5	
11245				    23.5	
11256				    25.0	
11268				    24.8	
11279				    27.0	
11290				    26.7	
11302				    26.5	
11313				    25.8	
11325				    26.3	
11336				    26.3	
11347				    27.1	
11359				    27.2	
11370				    27.2	
11382				    26.9	
11393				    26.7	
11404				    26.6	
