8039				    1
8049				    1
8060				    1
8071				    1
8083				    1
8093				    1
8104				    1
8115				    1
8126				    1
8137				    1.4	
8148				    1.4	
8159				    1.5	
8170				    1.5	
8181				    1.5	
8192				    1.5	
8203				    1.5	
8214				    1.5	
8226				    1.5	
8237				    1.5	
8248				    1.5	
8259				    2.2	
8270				    2.4	
8281				    3.0	
8292				    3.0	
8303				    3.0	
8314				    3.0	
8326				    3.0	
8337				    3.0	
8348				    3.0	
8359				    3.0	
8370				    3.8	
8381				    4.1	
8392				    4.6	
8403				    5.7	
8414				    5.7	
8426				    5.7	
8437				    5.7	
8448				    5.7	
8459				    5.7	
8469				    5.7	
8480				    5.7	
8491				    6.1	
8503				    6.1	
8514				    6.6	
8525				    6.6	
8536				    7.8	
8547				    8.2	
8558				    8.8	
8569				    9.0	
8580				    9.0	
8591				    8.9	
8602				    8.8	
8614				    8.8	
8625				    8.8	
8636				    8.8	
8647				    8.8	
8658				    9.1	
8669				    9.1	
8680				    9.1	
8691				    10.1	
8703				    11.3	
8714				    11.3	
8724				    11.1	
8736				    11.5	
8747				    11.6	
8758				    12.2	
8769				    12.3	
8780				    12.3	
8791				    12.6	
8802				    12.7	
8813				    13.1	
8823				    13.1	
8834				    13.1	
8845				    13.0	
8856				    13.0	
8867				    13.3	
8878				    13.4	
8889				    14.1	
8900				    14.2	
8911				    14.4	
8922				    14.4	
8933				    14.3	
8944				    14.5	
8955				    14.4	
8966				    14.3	
8977				    14.1	
8988				    14.0	
8999				    14.2	
9009				    15.2	
9020				    15.2	
9031				    15.3	
9042				    15.5	
9053				    15.7	
9064				    15.7	
9075				    15.6	
9086				    15.8	
9097				    15.8	
9108				    15.7	
9119				    17.0	
9130				    17.0	
9141				    17.0	
9152				    17.1	
9163				    17.1	
9174				    16.9	
9185				    16.9	
9196				    16.9	
9207				    17.0	
9219				    17.0	
9230				    16.8	
9241				    16.8	
9252				    16.7	
9263				    16.7	
9274				    16.7	
9285				    16.6	
9296				    16.6	
9307				    17.0	
9319				    17.0	
9330				    16.8	
9341				    17.7	
9352				    17.7	
9363				    17.3	
9375				    17.4	
9386				    17.5	
9398				    17.4	
9409				    17.2	
9420				    17.1	
9432				    17.7	
9442				    17.7	
9454				    17.5	
9466				    17.3	
9478				    17.8	
9489				    17.7	
9500				    17.5	
