2300				    1
2312				    1
2322				    1
2333				    1
2344				    1
2355				    1
2366				    1
2377				    1
2388				    1
2399				    1
2410				    1
2421				    1.1	
2432				    1.1	
2443				    1.1	
2454				    1.1	
2465				    1.1	
2476				    1.1	
2487				    1.1	
2498				    1.1	
2509				    1.1	
2520				    1.1	
2532				    1.1	
2543				    1.1	
2554				    1.6	
2565				    1.6	
2576				    2.1	
2588				    2.1	
2598				    2.1	
2609				    2.1	
2620				    2.1	
2631				    2.1	
2643				    2.1	
2654				    2.1	
2665				    2.1	
2676				    2.7	
2687				    2.7	
2698				    3.3	
2709				    4.1	
2720				    4.1	
2731				    4.4	
2742				    4.4	
2753				    4.4	
2764				    4.4	
2775				    4.4	
2785				    4.4	
2796				    4.4	
2807				    4.4	
2818				    4.4	
2829				    4.4	
2840				    4.4	
2851				    4.4	
2862				    4.4	
2873				    5.1	
2883				    5.1	
2894				    5.6	
2905				    6.6	
2916				    6.7	
2927				    6.7	
2938				    6.7	
2949				    6.7	
2960				    6.7	
2971				    6.6	
2983				    6.6	
2993				    6.6	
3004				    6.6	
3015				    7.3	
3026				    7.3	
3037				    7.3	
3048				    7.3	
3059				    7.7	
3071				    7.7	
3082				    8.0	
3093				    8.3	
3104				    8.3	
3115				    8.8	
3126				    9.1	
3137				    9.1	
3148				    9.7	
3159				    9.7	
3170				    9.6	
3181				    9.9	
3192				    9.9	
3203				    9.9	
3214				    9.9	
3225				    9.9	
3236				    9.9	
3248				    9.9	
3258				    10.2	
3270				    10.2	
3281				    10.4	
3292				    10.4	
3302				    10.4	
3314				    10.4	
3324				    11.1	
3336				    11.5	
3347				    11.9	
3358				    11.9	
3369				    12.6	
3380				    12.6	
3391				    12.4	
3402				    13.0	
3413				    13.0	
3424				    13.0	
3435				    13.3	
3447				    13.3	
3457				    13.6	
3468				    13.6	
3479				    13.6	
3490				    13.5	
3501				    13.5	
3512				    14.0	
3523				    14.1	
3534				    14.3	
3545				    14.2	
3556				    14.2	
3567				    14.0	
3578				    14.0	
3589				    14.0	
3600				    14.0	
3611				    14.0	
3622				    14.0	
3633				    14.1	
3644				    14.3	
3655				    14.3	
3666				    14.1	
3677				    14.1	
3688				    14.6	
3699				    15.0	
3710				    15.1	
3720				    15.5	
3731				    15.4	
3742				    15.8	
3753				    16.0	
3764				    16.0	
3775				    15.7	
3787				    16.2	
3798				    16.3	
3808				    16.4	
3820				    16.8	
3831				    17.1	
3842				    17.1	
3853				    17.1	
3864				    17.1	
3875				    17.0	
3886				    17.3	
3897				    17.4	
3908				    17.7	
3919				    17.8	
3929				    17.9	
