21593				    75.186
21597				    75.186
21601				    75.186
21606				    75.186
21610				    75.186
21614				    75.186
21618				    75.186
21622				    75.186
21626				    75.186
21630				    75.186
21634				    75.186
21638				    75.186
21642				    75.186
21646				    75.186
21650				    75.186
21654				    75.186
21658				    75.186
21662				    75.186
21666				    74.48
21670				    74.48
21675				    76.798
21679				    76.798
21683				    81.297
21687				    81.297
21691				    81.297
21696				    81.297
21700				    81.297
21704				    81.297
21709				    81.297
21713				    81.297
21717				    81.297
21721				    81.297
21726				    81.297
21730				    81.297
21734				    81.297
21737				    81.297
21742				    81.297
21746				    80.641
21750				    80.641
21754				    80.231
21758				    80.231
21762				    79.943
21767				    79.943
21771				    81.585
21775				    81.585
21779				    81.585
21783				    81.585
21787				    81.585
21791				    81.585
21795				    81.585
21799				    81.585
21803				    81.585
21807				    81.585
21811				    81.585
21816				    81.585
21820				    78.568
21824				    78.568
21828				    77.656
21833				    80.121
21837				    78.055
21841				    78.055
21846				    76.455
21850				    76.455
21854				    76.455
21858				    76.455
21862				    76.455
21866				    76.455
21870				    76.455
21873				    76.455
21877				    76.455
21881				    76.455
21885				    76.455
21889				    76.455
21893				    76.455
21897				    76.455
21901				    76.455
21905				    76.455
21909				    76.455
21914				    76.455
21918				    81.965
21923				    81.965
21927				    81.965
21931				    81.965
21935				    81.965
21939				    81.965
21943				    103.452
21947				    103.452
21951				    114.825
21955				    114.825
21959				    115.966
21963				    115.966
21967				    128.508
21971				    128.508
21975				    128.508
21979				    128.508
21984				    139.428
21988				    139.428
21993				    141.394
21997				    141.394
22001				    144.509
22006				    144.509
22010				    144.509
22014				    133.601
22019				    133.601
22023				    127.119
22027				    127.119
22031				    122.358
22035				    122.358
22039				    119.182
22044				    119.182
22048				    110.893
22052				    110.893
22056				    111.012
22060				    111.012
22064				    115.175
22069				    115.175
22073				    117.007
22077				    117.007
22081				    114.95
22086				    114.95
22090				    114.95
22094				    114.209
22099				    114.209
22103				    114.209
22106				    114.209
22111				    114.209
22115				    114.209
22119				    114.933
22123				    114.933
22127				    95.388
22131				    95.388
22136				    95.388
22139				    95.388
22143				    95.388
22147				    95.388
22152				    90.769
22156				    90.769
22160				    86.291
22164				    84.355
22169				    84.355
22173				    75.375
22177				    75.375
22181				    75.375
22185				    75.375
22189				    68.52
22193				    68.52
22198				    68.833
22202				    68.833
22206				    68.833
22210				    68.833
22215				    61.054
22219				    61.054
22223				    61.054
22227				    61.054
22231				    65.948
22235				    65.948
22239				    74.342
22243				    74.342
22247				    73.969
22251				    73.969
22256				    73.969
22260				    73.969
22264				    72.235
22269				    72.235
22273				    72.235
22277				    72.235
22282				    72.235
22286				    72.235
22290				    74.11
22294				    74.11
22299				    80.735
22303				    80.735
22307				    84.922
22312				    84.922
22316				    75.847
22320				    75.847
22324				    75.847
22328				    75.847
22332				    78.191
22336				    78.191
22340				    78.191
22344				    79.326
22348				    79.326
22352				    80.774
22356				    80.774
22360				    77.24
22364				    77.24
