7845				    1
7856				    1
7867				    1
7878				    1
7889				    1
7900				    1
7911				    1
7922				    1
7934				    1
7945				    1
7956				    1.7	
7967				    1.7	
7978				    1.7	
7989				    1.7	
8000				    1.7	
8012				    1.7	
8023				    1.7	
8035				    1.7	
8046				    1.7	
8057				    1.7	
8069				    1.7	
8080				    1.8	
8091				    1.9	
8102				    3.0	
8113				    3.0	
8124				    3.0	
8135				    3.0	
8146				    3.0	
8157				    3.0	
8169				    3.0	
8180				    3.0	
8192				    3.0	
8203				    3.0	
8214				    3.2	
8225				    4.1	
8237				    4.2	
8248				    5.2	
8259				    5.6	
8270				    5.6	
8281				    5.6	
8293				    5.6	
8304				    5.6	
8315				    5.6	
8326				    5.6	
8337				    5.6	
8348				    5.6	
8359				    5.6	
8370				    5.7	
8381				    6.3	
8392				    6.8	
8403				    6.8	
8414				    8.2	
8426				    8.2	
8437				    8.3	
8448				    8.4	
8459				    9.0	
8470				    9.0	
8481				    9.0	
8493				    8.8	
8504				    8.8	
8515				    8.8	
8526				    8.8	
8537				    8.8	
8548				    8.8	
8559				    9.3	
8570				    9.3	
8581				    9.4	
8592				    9.2	
8603				    10.3	
8614				    10.6	
8626				    11.3	
8637				    11.4	
8648				    11.3	
8660				    11.8	
8671				    11.9	
8682				    11.9	
8693				    13.2	
8704				    13.2	
8716				    13.2	
8727				    13.1	
8738				    13.1	
8749				    13.0	
8761				    13.0	
8772				    13.0	
8783				    13.0	
8794				    13.0	
8805				    12.7	
8816				    13.4	
8828				    13.4	
8839				    13.4	
8850				    13.4	
8861				    14.7	
8872				    14.7	
8883				    14.3	
8894				    14.2	
8905				    15.0	
8917				    15.8	
8928				    15.9	
8940				    16.0	
8951				    15.8	
8962				    16.4	
8974				    16.8	
8985				    16.6	
8996				    16.6	
9007				    16.6	
9018				    16.9	
9029				    17.0	
9041				    17.4	
9052				    17.4	
9063				    17.4	
9074				    17.4	
9085				    17.4	
9097				    18.0	
9108				    18.0	
9119				    17.9	
9130				    18.0	
9141				    18.0	
9153				    18.0	
9165				    17.9	
9176				    18.0	
9188				    18.3	
9199				    18.3	
9211				    18.5	
9223				    19.2	
9234				    19.3	
9245				    19.3	
9257				    19.3	
9268				    18.8	
9280				    19.5	
9291				    20.5	
9302				    20.5	
9315				    20.3	
9327				    20.2	
