5298				    1
5310				    1
5321				    1
5332				    1
5343				    1
5354				    1
5365				    1.1	
5377				    2.3	
5389				    2.3	
5401				    2.3	
5412				    2.3	
5423				    2.3	
5434				    2.3	
5445				    2.3	
5457				    2.6	
5468				    4.1	
5480				    4.3	
5491				    4.3	
5502				    4.3	
5513				    4.3	
5524				    4.3	
5535				    4.3	
5547				    4.8	
5558				    4.8	
5569				    4.9	
5581				    4.9	
5592				    6.9	
5604				    6.9	
5615				    6.9	
5626				    6.9	
5637				    6.9	
5649				    6.9	
5661				    6.9	
5672				    6.9	
5683				    7.3	
5694				    7.3	
5706				    7.3	
5717				    8.9	
5729				    9.5	
5740				    9.5	
5751				    10.1	
5762				    10.2	
5773				    10.2	
5785				    10.2	
5796				    10.2	
5809				    9.8	
5821				    9.8	
5832				    10.3	
5844				    11.1	
5855				    11.1	
5866				    11.3	
5878				    12.1	
5889				    12.6	
5901				    13.3	
5912				    13.5	
5923				    14.7	
5935				    14.6	
5947				    14.6	
5958				    14.6	
5969				    14.6	
5980				    14.8	
5991				    15.0	
6003				    15.0	
6014				    15.0	
6025				    15.0	
6037				    15.0	
6048				    15.0	
6060				    15.1	
6071				    15.1	
6082				    14.8	
6093				    14.8	
6105				    14.3	
6112				    13.7	
6119				    15.8	
6126				    15.9	
6138				    16.1	
6149				    15.9	
6161				    15.9	
6172				    16.6	
6183				    16.7	
6194				    16.9	
6206				    16.9	
6217				    16.9	
6228				    17.6	
6239				    17.6	
6250				    18.1	
6262				    18.1	
6273				    18.2	
6285				    18.2	
6296				    18.2	
6307				    18.5	
6318				    18.4	
6330				    18.4	
6341				    17.9	
6352				    18.1	
6363				    18.1	
6374				    18.1	
6385				    18.1	
6396				    18.1	
6408				    18.0	
6419				    18.6	
6430				    18.6	
6442				    18.6	
6453				    19.6	
6464				    19.6	
6475				    19.8	
6487				    19.5	
6498				    19.4	
6509				    19.4	
6521				    18.6	
6533				    18.3	
6544				    18.2	
6555				    18.1	
6566				    18.1	
6578				    19.2	
6589				    19.2	
6600				    19.2	
