34534				    1
34545				    1
34556				    1
34568				    1
34579				    1
34590				    1
34601				    1
34612				    1
34623				    1
34635				    1.8	
34646				    1.8	
34657				    2.0	
34668				    2.0	
34679				    2.0	
34690				    2.0	
34701				    2.0	
34712				    2.0	
34723				    2.0	
34735				    3.2	
34746				    3.2	
34756				    3.2	
34768				    3.7	
34779				    3.7	
34790				    3.7	
34801				    3.7	
34812				    3.7	
34823				    3.7	
34833				    4.1	
34845				    4.5	
34856				    5.3	
34867				    5.4	
34878				    5.9	
34889				    6.5	
34900				    6.5	
34911				    6.6	
34922				    6.6	
34933				    6.6	
34944				    6.6	
34955				    6.6	
34966				    6.6	
34977				    6.6	
34988				    6.7	
34999				    7.5	
35011				    7.5	
35022				    8.0	
35033				    8.0	
35043				    8.0	
35054				    7.9	
35066				    7.9	
35076				    9.4	
35087				    9.7	
35098				    9.7	
35110				    9.7	
35121				    9.7	
35132				    10.1	
35143				    10.1	
35154				    11.1	
35165				    11.3	
35176				    11.4	
35187				    11.4	
35197				    11.1	
35209				    12.2	
35219				    12.2	
35231				    12.5	
35241				    14.2	
35252				    14.2	
35264				    14.2	
35275				    14.1	
35286				    14.7	
35297				    15.1	
35308				    15.1	
35319				    15.1	
35330				    15.0	
35342				    15.0	
35353				    15.0	
35364				    15.0	
35374				    14.7	
35385				    14.7	
35396				    15.2	
35408				    15.1	
35419				    15.1	
35430				    15.9	
35441				    16.4	
35452				    16.4	
35463				    16.2	
35474				    16.5	
35485				    16.5	
35496				    16.9	
35507				    17.0	
35518				    17.0	
35529				    16.9	
35540				    17.2	
35551				    17.3	
35562				    17.4	
35573				    17.4	
35584				    18.2	
35595				    18.2	
35606				    18.3	
35617				    18.6	
35628				    18.6	
35639				    18.6	
35650				    18.2	
35661				    17.9	
35672				    17.8	
35683				    17.7	
35694				    17.6	
35705				    17.9	
35716				    17.9	
35727				    17.9	
35738				    17.9	
35749				    17.9	
35760				    17.9	
35771				    18.1	
35782				    18.1	
35793				    18.0	
35804				    18.7	
35815				    18.7	
35826				    18.5	
35837				    18.5	
35848				    18.4	
35859				    18.4	
35871				    18.2	
35882				    18.9	
35893				    18.9	
35904				    18.9	
35915				    18.3	
35926				    18.5	
