2612				    1
2624				    1
2635				    1
2647				    1
2658				    1
2669				    1
2681				    1
2692				    1.6	
2703				    1.7	
2714				    1.8	
2725				    1.8	
2736				    1.8	
2747				    1.8	
2759				    2.2	
2770				    2.2	
2781				    2.8	
2793				    4.2	
2804				    4.2	
2815				    4.2	
2826				    4.2	
2838				    4.2	
2849				    4.2	
2860				    5.0	
2871				    6.9	
2882				    7.0	
2893				    8.0	
2905				    8.0	
2916				    8.0	
2927				    8.0	
2938				    8.0	
2949				    8.0	
2960				    8.1	
2972				    8.1	
2983				    8.9	
2995				    10.6	
3006				    11.3	
3017				    11.4	
3028				    11.4	
3039				    11.4	
3050				    11.4	
3061				    11.4	
3072				    11.4	
3083				    11.8	
3094				    11.8	
3106				    11.8	
3117				    12.4	
3128				    12.4	
3139				    12.5	
3150				    13.2	
3161				    13.6	
3172				    13.6	
3183				    13.6	
3195				    13.8	
3206				    13.9	
3217				    14.1	
3228				    14.1	
3240				    14.1	
3251				    14.1	
3262				    14.1	
3273				    14.3	
3284				    14.9	
3296				    14.9	
3308				    15.7	
3319				    15.5	
3330				    15.5	
3341				    15.5	
3353				    14.6	
3364				    14.9	
3376				    14.8	
3388				    14.8	
3399				    15.1	
3410				    15.1	
3421				    14.6	
3432				    15.0	
3443				    15.1	
3455				    15.1	
3466				    15.6	
3477				    15.6	
3488				    15.9	
3499				    16.4	
3510				    16.4	
3521				    16.4	
3532				    16.4	
3544				    16.4	
3555				    16.4	
3566				    16.4	
3577				    17.0	
3588				    17.0	
3600				    17.3	
3611				    17.1	
3622				    17.1	
3633				    16.7	
3644				    17.1	
3656				    17.1	
3667				    17.1	
3678				    17.1	
3690				    17.8	
3701				    18.3	
3712				    18.3	
3724				    18.3	
3734				    18.3	
3746				    18.4	
3757				    18.5	
3768				    18.5	
3780				    18.1	
3791				    18.0	
3802				    18.6	
3813				    19.0	
3824				    19.1	
3835				    19.1	
3847				    19.1	
3858				    19.4	
3869				    19.5	
3880				    19.5	
