18428				    1.0	
18439				    1.0	
18450				    1.0	
18461				    1.0	
18472				    1.0	
18483				    1.0	
18495				    1.0	
18506				    1.0	
18517				    1.0	
18528				    1.0	
18540				    1.1	
18551				    1.5	
18562				    1.5	
18573				    1.5	
18584				    1.5	
18595				    1.5	
18607				    1.5	
18618				    1.5	
18629				    1.5	
18640				    1.5	
18651				    1.5	
18662				    1.5	
18673				    2.2	
18685				    2.8	
18696				    2.8	
18707				    2.8	
18719				    2.8	
18730				    2.8	
18741				    2.8	
18752				    2.8	
18763				    2.8	
18774				    2.8	
18785				    3.0	
18796				    3.0	
18808				    3.7	
18819				    4.6	
18830				    4.6	
18841				    5.0	
18852				    5.0	
18863				    5.0	
18874				    5.0	
18885				    5.0	
18896				    5.0	
18908				    5.0	
18919				    5.0	
18931				    5.2	
18942				    5.4	
18953				    5.9	
18964				    6.6	
18976				    6.6	
18987				    7.1	
18998				    7.1	
19009				    7.9	
19020				    8.2	
19032				    8.2	
19043				    8.2	
19054				    8.2	
19065				    8.2	
19076				    8.2	
19087				    8.2	
19098				    8.2	
19110				    8.2	
19121				    8.2	
19132				    8.5	
19144				    9.9	
19155				    10.0	
19167				    10.0	
19178				    10.8	
19189				    10.9	
19200				    12.0	
19211				    12.1	
19223				    11.8	
19234				    12.7	
19245				    12.9	
19256				    12.9	
19268				    12.8	
19279				    12.8	
19290				    12.8	
19302				    12.8	
19313				    12.4	
19324				    12.4	
19335				    12.4	
19346				    12.9	
19357				    13.7	
19368				    14.9	
19379				    14.9	
19391				    14.5	
19402				    14.5	
19413				    15.9	
19424				    16.3	
19435				    16.3	
19446				    16.3	
19457				    15.8	
19468				    16.8	
19479				    16.8	
19490				    16.7	
19501				    16.5	
19512				    18.0	
19524				    18.0	
19535				    18.0	
19546				    17.7	
19557				    17.7	
19568				    17.6	
19580				    17.6	
19591				    17.8	
19602				    17.8	
19613				    17.8	
19624				    17.9	
19635				    17.9	
19646				    17.9	
19657				    17.9	
19668				    17.9	
19679				    17.9	
19691				    17.6	
19702				    17.2	
19713				    17.9	
19724				    17.9	
19736				    17.7	
19747				    17.3	
19758				    17.2	
19769				    17.8	
19781				    17.7	
19792				    17.4	
19803				    17.4	
19814				    17.5	
19826				    17.5	
19837				    17.2	
19848				    17.4	
19859				    17.4	
19870				    17.3	
19881				    17.3	
19892				    17.1	
19903				    17.0	
19915				    17.6	
19926				    17.7	
19937				    17.7	
19948				    17.5	
19960				    17.5	
19971				    17.5	
19982				    17.5	
19993				    17.5	
20004				    17.5	
20015				    17.5	
20026				    17.5	
20037				    17.5	
20049				    17.5	
20060				    17.5	
20071				    17.5	
20083				    17.5	
20093				    17.5	
20105				    17.5	
20116				    17.5	
20127				    17.5	
20138				    17.5	
20149				    17.5	
20160				    17.5	
20172				    17.5	
20183				    17.5	
20194				    17.5	
20205				    17.5	
20216				    17.5	
20228				    17.5	
20239				    17.5	
20250				    17.5	
20261				    17.5	
20272				    17.5	
20283				    17.5	
20295				    17.5	
20306				    17.5	
20317				    17.5	
20329				    17.5	
20340				    17.5	
20351				    17.5	
20362				    17.5	
20373				    17.5	
20385				    17.5	
20396				    17.5	
20407				    17.5	
20418				    17.5	
20429				    17.5	
20441				    17.5	
20452				    17.5	
20463				    17.5	
20475				    17.5	
20486				    17.5	
20497				    17.5	
20508				    17.5	
20519				    17.5	
20530				    17.5	
20541				    17.5	
20552				    17.5	
20563				    17.5	
20574				    17.5	
20585				    17.5	
20596				    17.5	
20608				    17.5	
20619				    17.5	
20630				    17.5	
20641				    data_segs_out:747	send
20651				    data_segs_out:747	send
20663				    data_segs_out:747	send
20674				    data_segs_out:747	send
20685				    data_segs_out:747	send
20696				    data_segs_out:747	send
20707				    data_segs_out:747	send
20718				    data_segs_out:747	send
20730				    data_segs_out:747	send
