31909				    1
31920				    1
31931				    1
31942				    1
31953				    1
31964				    1
31975				    1
31986				    1
31998				    1
32008				    1
32019				    1.1	
32030				    1.2	
32041				    1.5	
32052				    1.5	
32064				    1.5	
32075				    1.5	
32086				    1.5	
32097				    1.5	
32108				    1.5	
32119				    1.5	
32130				    1.5	
32142				    1.5	
32153				    1.5	
32164				    1.8	
32175				    2.6	
32186				    2.6	
32197				    2.6	
32208				    2.6	
32220				    2.6	
32231				    2.6	
32242				    2.6	
32253				    2.6	
32265				    2.6	
32276				    2.6	
32287				    2.6	
32298				    2.6	
32309				    2.9	
32321				    3.1	
32332				    3.3	
32343				    4.3	
32354				    4.3	
32365				    4.6	
32377				    4.6	
32388				    4.6	
32400				    4.6	
32411				    4.6	
32422				    4.6	
32434				    4.6	
32445				    4.6	
32456				    4.6	
32468				    4.6	
32479				    4.6	
32490				    6.2	
32502				    7.2	
32512				    7.8	
32523				    7.8	
32534				    7.8	
32546				    8.4	
32557				    8.4	
32568				    8.4	
32579				    8.3	
32590				    8.3	
32602				    8.3	
32613				    8.3	
32624				    8.3	
32635				    8.3	
32646				    8.3	
32657				    8.3	
32668				    9.6	
32679				    9.6	
32690				    9.5	
32702				    11.3	
32713				    11.4	
32724				    11.4	
32735				    11.6	
32746				    11.6	
32757				    12.6	
32768				    13.0	
32779				    13.0	
32791				    13.0	
32802				    12.8	
32813				    12.8	
32824				    12.8	
32836				    12.8	
32847				    12.8	
32858				    12.8	
32869				    12.8	
32880				    13.0	
32891				    13.5	
32902				    13.5	
32914				    13.5	
32925				    13.5	
32936				    13.6	
32948				    15.2	
32959				    15.4	
32970				    15.4	
32981				    15.2	
32992				    15.0	
33003				    14.7	
33014				    14.7	
33026				    14.7	
33037				    14.7	
33048				    15.4	
33059				    15.7	
33070				    15.6	
33082				    16.3	
33093				    16.3	
33104				    16.4	
33115				    16.4	
33126				    16.2	
33138				    16.1	
33149				    16.6	
33160				    16.7	
33171				    16.7	
33182				    16.7	
33194				    16.7	
33205				    16.6	
33216				    16.5	
33227				    16.5	
33238				    16.5	
33249				    16.5	
33260				    16.4	
33271				    16.4	
33282				    16.3	
33293				    16.6	
33304				    16.6	
33316				    16.8	
33327				    16.8	
33338				    17.5	
33349				    17.6	
33360				    17.6	
33371				    17.5	
33382				    17.4	
33394				    17.4	
33405				    17.6	
33416				    17.8	
33427				    17.8	
33438				    17.8	
33450				    17.7	
