2738				    1
2749				    1
2760				    1
2772				    1
2784				    1
2795				    1
2807				    1
2819				    1
2830				    1.5	
2842				    1.5	
2853				    1.5	
2865				    1.5	
2876				    1.5	
2888				    1.5	
2899				    1.5	
2911				    1.6	
2922				    1.6	
2934				    3.3	
2946				    3.3	
2957				    3.3	
2968				    3.3	
2980				    3.3	
2991				    3.3	
3003				    3.4	
3014				    3.6	
3026				    3.7	
3038				    4.9	
3049				    5.4	
3062				    5.7	
3074				    5.7	
3086				    5.7	
3097				    5.7	
3108				    5.7	
3120				    5.7	
3131				    5.7	
3143				    7.9	
3154				    7.9	
3165				    8.0	
3177				    8.0	
3188				    9.4	
3200				    9.9	
3211				    9.9	
3223				    9.9	
3235				    9.9	
3246				    9.9	
3257				    9.9	
3270				    10.8	
3281				    11.0	
3293				    11.0	
3304				    11.3	
3316				    11.2	
3327				    12.6	
3339				    13.7	
3350				    14.3	
3361				    14.9	
3373				    14.9	
3384				    15.3	
3395				    15.3	
3407				    15.3	
3418				    15.3	
3429				    15.3	
3440				    15.3	
3451				    15.0	
3462				    15.2	
3474				    15.2	
3485				    15.0	
3496				    16.5	
3507				    16.5	
3517				    16.2	
3528				    17.0	
3539				    17.1	
3550				    16.9	
3561				    16.6	
3572				    16.6	
3584				    17.1	
3595				    17.1	
3606				    17.2	
3618				    17.3	
3629				    17.6	
3640				    17.5	
3651				    17.4	
3663				    17.7	
3674				    17.9	
3685				    17.9	
3696				    17.9	
3707				    17.9	
3719				    17.4	
3730				    18.1	
3741				    18.1	
3752				    18.1	
3763				    18.6	
3774				    18.4	
3785				    18.8	
3797				    18.8	
3808				    18.8	
3819				    19.0	
3830				    18.8	
3842				    18.7	
3853				    19.2	
3864				    19.3	
3875				    19.3	
3887				    19.0	
3898				    19.1	
3909				    18.9	
3920				    19.5	
3931				    19.5	
3942				    19.6	
3953				    19.8	
3964				    19.8	
3975				    20.0	
3986				    20.4	
3998				    20.7	
4009				    20.7	
4020				    20.5	
4031				    20.5	
