37958				    1
37969				    1
37980				    1
37992				    1
38003				    1
38014				    1
38025				    1
38036				    1
38047				    1
38059				    1
38070				    1
38082				    1.2	
38093				    1.2	
38104				    1.2	
38115				    1.2	
38126				    1.2	
38137				    1.2	
38148				    1.2	
38159				    1.2	
38171				    1.2	
38182				    1.2	
38193				    1.2	
38204				    1.2	
38215				    1.2	
38226				    1.6	
38237				    1.9	
38248				    2.0	
38259				    2.0	
38270				    2.0	
38281				    2.0	
38292				    2.0	
38303				    2.0	
38314				    2.0	
38325				    2.0	
38337				    2.0	
38348				    2.4	
38360				    2.6	
38371				    3.5	
38382				    3.5	
38393				    3.5	
38404				    3.8	
38415				    3.8	
38427				    3.8	
38437				    3.8	
38449				    3.8	
38460				    3.8	
38472				    3.8	
38483				    3.8	
38494				    5.0	
38505				    5.5	
38516				    5.5	
38528				    5.5	
38538				    6.7	
38549				    6.7	
38560				    6.7	
38572				    6.7	
38583				    6.7	
38595				    6.7	
38606				    6.7	
38617				    6.7	
38628				    6.7	
38639				    7.0	
38650				    7.0	
38661				    7.9	
38673				    7.9	
38684				    8.2	
38695				    8.2	
38707				    10.5	
38717				    10.5	
38729				    10.7	
38740				    10.7	
38751				    10.7	
38762				    10.9	
38773				    10.9	
38784				    10.9	
38796				    10.9	
38806				    10.9	
38818				    10.9	
38829				    10.9	
38840				    10.9	
38852				    10.9	
38863				    10.9	
38874				    11.4	
38886				    11.4	
38897				    11.6	
38908				    12.6	
38919				    12.7	
38930				    12.8	
38941				    13.0	
38952				    13.1	
38963				    13.1	
38975				    13.1	
38987				    13.9	
38997				    14.0	
39009				    13.9	
39020				    13.9	
39032				    14.1	
39043				    14.2	
39055				    14.3	
39066				    14.3	
39077				    14.4	
39088				    14.4	
39099				    14.4	
39110				    15.1	
39121				    15.1	
39133				    15.2	
39144				    16.4	
39155				    16.4	
39167				    16.4	
39178				    16.1	
39189				    15.7	
39200				    15.7	
39212				    15.5	
39223				    15.5	
39235				    15.6	
39245				    15.8	
39257				    15.8	
39268				    15.6	
39280				    15.6	
39291				    15.4	
39302				    16.1	
39313				    16.0	
39324				    15.8	
39336				    15.8	
39347				    15.8	
39358				    15.6	
39369				    16.0	
39381				    16.0	
39393				    16.0	
39404				    15.8	
39415				    16.0	
39427				    16.0	
39438				    16.0	
39450				    16.0	
39461				    15.8	
39472				    16.1	
39483				    16.1	
39494				    16.1	
39505				    16.0	
39516				    15.9	
39528				    16.0	
39539				    16.2	
39550				    16.3	
39561				    16.3	
39572				    16.3	
39584				    16.3	
39595				    16.3	
39607				    16.2	
39618				    16.1	
39629				    16.1	
39641				    16.1	
