24363				    1
24374				    1
24385				    1
24397				    1
24408				    1
24419				    1
24431				    1
24442				    1
24453				    1.2	
24464				    1.2	
24475				    1.6	
24486				    1.6	
24497				    1.6	
24508				    1.6	
24519				    1.6	
24530				    1.6	
24542				    1.6	
24553				    1.6	
24564				    1.6	
24575				    1.6	
24586				    2.9	
24597				    2.9	
24609				    3.0	
24620				    3.0	
24631				    3.0	
24643				    3.0	
24654				    3.0	
24665				    3.0	
24676				    3.0	
24687				    3.0	
24698				    3.0	
24710				    3.0	
24721				    3.9	
24732				    4.5	
24743				    5.0	
24754				    5.0	
24765				    5.0	
24777				    5.0	
24788				    5.0	
24799				    5.0	
24810				    5.0	
24822				    5.0	
24833				    5.0	
24844				    5.0	
24855				    5.4	
24866				    5.9	
24877				    5.9	
24889				    6.8	
24900				    7.5	
24911				    7.7	
24922				    8.4	
24933				    8.4	
24944				    8.4	
24956				    8.4	
24967				    8.4	
24978				    8.1	
24989				    8.1	
25001				    8.1	
25012				    8.1	
25023				    8.9	
25034				    9.0	
25045				    9.7	
25056				    11.4	
25067				    11.4	
25079				    12.0	
25090				    12.3	
25102				    12.7	
25113				    13.3	
25124				    13.3	
25135				    13.3	
25147				    13.2	
25158				    13.2	
25169				    13.2	
25181				    13.3	
25191				    13.3	
25203				    13.3	
25214				    13.3	
25225				    13.3	
25236				    13.6	
25248				    13.6	
25259				    13.6	
25270				    14.0	
25281				    13.8	
25293				    13.8	
25304				    13.7	
25315				    14.4	
25327				    14.3	
25338				    15.1	
25349				    15.1	
25360				    15.7	
25373				    15.7	
25384				    15.7	
25396				    15.9	
25407				    16.0	
25418				    16.0	
25429				    16.6	
25440				    16.6	
25452				    16.3	
25463				    17.6	
25474				    17.6	
25486				    17.6	
25497				    17.6	
25508				    17.6	
25519				    17.5	
25531				    17.5	
25542				    17.5	
25553				    17.5	
25564				    17.5	
25575				    18.0	
25586				    18.0	
25598				    18.0	
25608				    17.9	
25620				    18.2	
25631				    18.2	
25642				    18.3	
25653				    19.3	
25665				    19.5	
25676				    19.5	
25687				    19.1	
25698				    19.4	
25709				    19.8	
25720				    19.9	
25731				    19.9	
25742				    19.8	
25753				    19.6	
25765				    19.6	
25776				    19.8	
25787				    19.6	
