6082				    10
6093				    10
6104				    10
6115				    12
6126				    20
6137				    20
6148				    22
6159				    30
6169				    40
6180				    40
6191				    49
6202				    64
6213				    68
6224				    82
6235				    108
6246				    136
6256				    140
6267				    146
6278				    168
6289				    234
6301				    284
6311				    297
6322				    310
6333				    353
6344				    410
6355				    288
6367				    258
6378				    207
6390				    174
6402				    92
6412				    73
6420				    42
6428				    312
6436				    312
6444				    312
6452				    312
6460				    312
6468				    312
