25246				    1
25258				    1
25269				    1
25280				    1
25290				    1
25303				    1
25314				    1
25324				    1
25335				    1
25346				    1
25357				    1
25368				    1.1	
25380				    1.1	
25390				    1.4	
25402				    1.4	
25413				    1.4	
25424				    1.4	
25435				    1.4	
25446				    1.4	
25457				    1.4	
25468				    1.4	
25478				    1.4	
25489				    1.4	
25501				    1.4	
25512				    2.2	
25522				    2.5	
25533				    2.8	
25544				    2.8	
25555				    2.8	
25566				    2.8	
25577				    2.8	
25588				    2.8	
25599				    2.8	
25610				    2.8	
25621				    2.8	
25633				    2.8	
25643				    2.8	
25655				    3.3	
25665				    3.8	
25676				    3.8	
25687				    5.2	
25698				    5.2	
25709				    5.2	
25721				    5.2	
25732				    5.2	
25743				    5.2	
25754				    5.2	
25765				    5.2	
25776				    5.2	
25787				    5.2	
25798				    5.2	
25809				    5.2	
25820				    6.3	
25831				    6.4	
25842				    6.4	
25853				    7.2	
25864				    8.8	
25875				    8.9	
25886				    8.9	
25897				    8.9	
25907				    8.9	
25918				    8.9	
25929				    8.6	
25940				    8.6	
25953				    8.6	
25964				    8.6	
25975				    8.6	
25986				    8.6	
25997				    8.6	
26008				    8.7	
26019				    8.9	
26030				    9.0	
26041				    9.2	
26052				    9.5	
26063				    10.3	
26074				    10.4	
26085				    10.6	
26096				    11.2	
26107				    11.2	
26118				    11.5	
26129				    11.8	
26140				    12.1	
26151				    12.2	
26162				    12.2	
26174				    12.2	
26185				    12.2	
26196				    12.2	
26207				    12.1	
26218				    12.1	
26229				    12.1	
26240				    12.1	
26251				    12.1	
26262				    12.1	
26273				    12.3	
26284				    12.3	
26295				    13.1	
26305				    13.5	
26317				    14.2	
26327				    14.1	
26339				    14.5	
26350				    14.9	
26360				    15.0	
26371				    15.6	
26382				    16.0	
26393				    16.0	
26404				    15.8	
26415				    16.4	
26426				    16.4	
26437				    16.4	
26448				    16.1	
26459				    16.1	
26470				    16.1	
26482				    16.3	
26493				    16.7	
26503				    17.7	
26515				    17.7	
26526				    17.7	
26537				    17.7	
26548				    17.7	
26558				    17.7	
26570				    17.9	
26580				    17.9	
26591				    17.9	
26602				    17.9	
26613				    17.9	
26624				    17.9	
26635				    17.9	
26646				    17.9	
26657				    18.5	
26668				    18.8	
26679				    18.7	
26690				    18.8	
26700				    18.7	
26711				    18.7	
26722				    18.5	
26733				    19.0	
26744				    19.9	
26755				    19.8	
26766				    19.6	
26777				    19.4	
26788				    19.4	
