2353				    1
2364				    1
2375				    1
2387				    1
2397				    1
2408				    1
2419				    1
2430				    1
2441				    1.1	
2452				    1.2	
2463				    1.2	
2474				    1.2	
2485				    1.2	
2496				    1.2	
2507				    1.2	
2518				    1.2	
2529				    1.2	
2540				    1.2	
2551				    1.2	
2562				    1.2	
2573				    1.2	
2584				    1.2	
2595				    1.8	
2606				    1.9	
2617				    2.1	
2627				    2.1	
2639				    2.1	
2650				    2.1	
2660				    2.1	
2671				    2.1	
2682				    2.1	
2693				    2.1	
2704				    2.1	
2715				    2.1	
2726				    2.1	
2738				    2.1	
2748				    2.2	
2759				    3.0	
2770				    3.7	
2781				    4.0	
2792				    4.1	
2802				    4.1	
2813				    4.1	
2824				    4.1	
2835				    4.1	
2846				    4.1	
2857				    4.1	
2868				    4.1	
2878				    4.1	
2890				    4.1	
2900				    4.1	
2911				    4.1	
2922				    4.1	
2933				    4.1	
2944				    4.3	
2955				    4.5	
2966				    4.8	
2977				    4.8	
2988				    5.5	
2999				    5.7	
3009				    6.0	
3020				    6.0	
3031				    6.0	
3042				    6.0	
3053				    6.0	
3064				    5.9	
3075				    5.9	
3086				    5.9	
3097				    5.9	
3108				    5.9	
3119				    5.9	
3131				    5.9	
3142				    5.9	
3152				    5.9	
3163				    6.9	
3174				    6.9	
3185				    7.0	
3196				    8.3	
3207				    8.7	
3218				    9.0	
3229				    9.5	
3240				    10.2	
3251				    10.4	
3262				    10.4	
3273				    10.4	
3284				    10.8	
3296				    10.8	
3307				    11.0	
3318				    11.0	
3328				    11.0	
3339				    11.0	
3350				    11.0	
3361				    11.0	
3372				    11.0	
3384				    11.0	
3395				    11.7	
3406				    11.7	
3418				    11.8	
3429				    12.8	
3440				    12.8	
3451				    13.1	
3462				    13.2	
3473				    13.2	
3484				    13.0	
3495				    14.3	
3506				    14.4	
3518				    14.8	
3529				    14.8	
3539				    14.9	
3550				    15.0	
3561				    15.0	
3572				    15.0	
3583				    15.1	
3594				    15.1	
3605				    15.1	
3616				    15.1	
3627				    15.1	
3638				    15.1	
3650				    15.6	
3661				    15.8	
3672				    15.8	
3683				    15.8	
3693				    15.8	
3704				    15.8	
3715				    15.8	
3726				    15.8	
3737				    15.8	
3748				    15.8	
3758				    15.4	
3769				    15.4	
3780				    15.3	
3792				    15.6	
3802				    15.6	
3814				    15.8	
3825				    16.0	
3835				    16.2	
3847				    16.2	
3858				    16.4	
3869				    16.2	
3880				    16.1	
3891				    16.4	
3902				    16.7	
3913				    16.9	
3924				    16.9	
3935				    17.0	
3946				    17.3	
3957				    17.2	
3969				    17.2	
3979				    17.1	
3990				    17.1	
4001				    17.2	
4012				    17.2	
