37805				    10
37816				    10
37827				    10
37837				    10
37848				    13
37859				    20
37869				    20
37880				    20
37891				    20
37902				    20
37912				    20
37923				    11
37934				    27
37944				    27
37955				    27
37966				    27
37976				    30
37987				    39
37998				    49
38009				    55
38020				    55
38031				    58
38042				    79
38053				    79
38064				    91
38075				    105
38086				    123
38096				    124
38107				    147
38118				    156
38129				    156
38139				    164
38150				    164
38161				    184
38171				    190
38182				    192
38193				    204
38204				    214
38214				    216
38225				    234
38236				    234
38247				    250
38257				    278
38268				    281
38279				    290
38289				    298
38300				    298
38311				    298
38322				    302
38332				    320
38343				    322
38354				    328
38365				    338
38375				    352
38386				    362
38397				    380
38407				    384
38418				    398
38429				    404
38440				    404
38451				    410
38462				    425
38472				    433
38483				    434
38494				    442
38505				    445
38515				    445
38526				    445
38537				    445
38548				    445
38559				    445
38570				    445
38580				    518
38591				    525
38602				    540
38613				    543
38624				    549
38634				    567
38646				    568
38657				    588
38668				    590
38679				    616
38690				    622
38700				    622
38711				    626
38722				    656
38733				    656
38744				    670
38755				    690
38766				    702
38777				    704
38787				    716
38798				    736
38809				    736
38820				    740
