12009				    1
12020				    1
12031				    1
12042				    1
12053				    1
12064				    1.3	
12075				    1.2
12085				    2.0	
12096				    2.0	
12107				    2.0	
12118				    2.0	
12130				    4.4	
12140				    4.4	
12151				    5.4	
12163				    6.3	
12174				    9.5	
12185				    9.7	
12196				    11.8	
12207				    13.0	
12217				    13.9	
12228				    15.2	
12239				    15.5	
12250				    15.2	
12261				    21.1	
12271				    21.5	
12282				    21.8	
12293				    23.0	
12305				    23.3	
12315				    26.7	
12327				    27.5	
12337				    28.1	
12348				    26.1	
12359				    27.4	
12370				    26.6	
12381				    25.5	
12391				    21.4	
12402				    21.1	
12413				    21.0	
12424				    22.1	
12434				    22.8	
12445				    23.6	
12456				    24.0	
12467				    24.0	
12478				    25.0	
12488				    24.0	
12500				    23.9	
12510				    22.8	
12521				    22.7	
12532				    23.8	
12543				    23.6	
12553				    23.6	
12564				    23.5	
12575				    23.5	
12585				    24.4	
12596				    24.4	
12607				    25.2	
12618				    27.1	
12629				    27.2	
12640				    27.1	
12650				    28.0	
12661				    27.7	
12673				    27.3	
12684				    27.4	
12695				    27.5	
12706				    27.5	
12717				    28.4	
12728				    28.4	
12739				    28.4	
12750				    27.9	
12761				    27.7	
12771				    29.0	
12783				    28.8	
12793				    28.7	
12804				    28.7	
12815				    28.6	
12826				    28.4	
12837				    26.8	
