11544				    1
11555				    1
11566				    1
11578				    1
11589				    1
11600				    1
11611				    1.2	
11622				    2.0	
11633				    2.0	
11644				    2.0	
11655				    2.0	
11666				    2.0	
11677				    3.6	
11688				    3.6	
11699				    5.1	
11710				    7.1	
11722				    9.1	
11733				    9.1	
11744				    10.5	
11755				    20.4	
11766				    20.4	
11777				    20.4	
11788				    20.0	
11799				    21.3	
11810				    23.2	
11822				    24.7	
11833				    24.6	
11844				    23.6	
11855				    26.0	
11866				    30.8	
11876				    31.4	
11887				    31.4	
11898				    32.3	
11909				    32.1	
11920				    30.5	
11931				    30.5	
11942				    30.5	
11953				    26.3	
11964				    32.2	
11975				    32.2	
11986				    32.2	
11997				    31.0	
12008				    30.8	
12019				    29.8	
12030				    28.6	
12041				    28.0	
12052				    28.1	
12063				    28.1	
12074				    27.7	
12085				    27.0	
12096				    27.0	
12107				    26.5	
12118				    27.1	
12130				    27.1	
12141				    26.9	
12152				    26.6	
12163				    28.1	
12174				    28.1	
12185				    28.1	
12196				    27.2	
12207				    27.0	
12218				    26.2	
12229				    26.2	
12239				    25.9	
12250				    26.7	
12261				    26.8	
12272				    27.4	
12283				    26.6	
12294				    26.5	
12305				    26.1	
12316				    26.1	
12327				    27.0	
12338				    27.3	
12349				    26.7	
