17457				    1
17468				    1
17479				    1
17490				    1
17501				    1
17511				    1
17522				    1
17534				    1
17545				    1.8	
17556				    2.0	
17567				    2.0	
17578				    2.0	
17589				    2.0	
17600				    2.0	
17611				    2.0	
17622				    2.0	
17633				    2.0	
17644				    2.4	
17655				    4.0	
17666				    4.0	
17677				    4.0	
17688				    4.0	
17699				    4.0	
17710				    4.0	
17721				    9.6	
17732				    9.6	
17743				    9.2	
17754				    9.2	
17765				    9.2	
17776				    9.2	
17787				    9.2	
17798				    9.5	
17809				    10.6	
17820				    10.7	
17831				    11.8	
17842				    12.3	
17853				    12.1	
17865				    11.9	
17876				    12.7	
17886				    12.7	
17897				    12.7	
17908				    12.7	
17919				    12.7	
17930				    12.7	
17941				    12.7	
17952				    12.7	
17964				    12.1	
17975				    12.2	
17986				    12.4	
17997				    12.3	
18008				    13.5	
18019				    13.5	
18030				    13.3	
18041				    13.7	
18052				    13.7	
18063				    15.2	
18074				    15.3	
18085				    15.3	
18096				    15.3	
18107				    15.3	
18118				    15.3	
18129				    15.3	
18140				    14.9	
18151				    16.2	
18163				    16.7	
18173				    16.6	
18184				    16.2	
18195				    16.6	
18206				    16.9	
18217				    16.8	
18228				    17.8	
18239				    17.8	
18250				    17.8	
18261				    17.6	
18272				    18.2	
18283				    18.4	
18293				    19.1	
18304				    19.0	
18315				    19.0	
18326				    18.3	
18337				    18.2	
18348				    19.2	
18360				    19.3	
18371				    19.2	
18382				    19.1	
18393				    19.1	
18404				    19.3	
18414				    19.3	
18425				    19.3	
18436				    19.3	
18447				    19.3	
18458				    19.7	
18470				    19.7	
18481				    19.6	
18492				    19.7	
18503				    20.5	
18514				    20.4	
18525				    20.4	
18536				    20.6	
18547				    20.6	
18558				    20.6	
18569				    20.2	
18580				    21.3	
18592				    21.2	
18603				    20.8	
18614				    20.7	
18625				    21.3	
18636				    21.3	
18647				    21.2	
18658				    20.6	
