23955				    1
23966				    1
23976				    1
23988				    1
23999				    1
24010				    1
24020				    1
24032				    1
24042				    1
24054				    1.3	
24065				    1.8	
24076				    1.8	
24087				    1.8	
24098				    1.8	
24108				    1.8	
24119				    1.8	
24130				    1.8	
24141				    1.8	
24152				    1.8	
24163				    2.1	
24174				    2.8	
24185				    2.9	
24197				    3.3	
24208				    3.3	
24219				    3.3	
24230				    3.3	
24241				    3.3	
24252				    3.3	
24263				    3.3	
24273				    3.3	
24284				    3.3	
24295				    3.3	
24306				    3.3	
24317				    3.3	
24328				    3.3	
24339				    3.4	
24350				    3.4	
24361				    3.5	
24372				    3.5	
24383				    4.3	
24394				    4.3	
24405				    4.3	
24416				    4.3	
24428				    4.3	
24439				    4.3	
24450				    4.3	
24461				    4.3	
24472				    4.3	
24483				    4.3	
24494				    4.4	
24504				    4.5	
24515				    5.0	
24526				    6.1	
24537				    6.2	
24548				    6.2	
24559				    7.0	
24571				    8.6	
24582				    8.7	
24593				    8.7	
24604				    8.7	
24615				    8.7	
24626				    8.7	
24637				    8.7	
24648				    8.7	
24659				    10.1	
24669				    11.7	
24680				    12.8	
24691				    12.7	
24702				    14.1	
24713				    14.2	
24724				    14.4	
24735				    14.1	
24746				    13.5	
24757				    14.1	
24769				    14.3	
24779				    14.3	
24790				    14.3	
24801				    14.2	
24812				    14.2	
24823				    13.8	
24833				    13.8	
24844				    13.8	
24855				    13.8	
24866				    13.5	
24877				    13.7	
24887				    13.7	
24898				    13.8	
24909				    13.8	
24920				    13.7	
24931				    13.2	
24942				    13.5	
24952				    13.4	
24963				    13.4	
24974				    13.1	
24985				    13.0	
24996				    13.5	
25007				    13.5	
25017				    13.6	
25028				    13.7	
25039				    13.6	
25050				    13.6	
25062				    13.8	
25072				    13.7	
25083				    14.2	
25094				    14.6	
25105				    14.7	
25116				    14.6	
25127				    14.7	
25138				    14.7	
25149				    14.6	
25160				    14.6	
25171				    14.6	
25182				    14.6	
25194				    14.6	
25205				    14.6	
25216				    14.9	
25227				    14.9	
25238				    15.1	
25249				    15.1	
25260				    15.1	
25271				    14.9	
25282				    14.9	
25293				    14.9	
25304				    14.9	
25315				    14.9	
25326				    14.8	
25337				    14.8	
25348				    14.8	
25359				    14.6	
25370				    14.5	
25381				    14.5	
25392				    14.6	
25403				    14.6	
25414				    14.6	
25425				    14.2	
25436				    13.8	
25448				    13.8	
25459				    13.9	
25470				    14.3	
25481				    14.3	
25492				    14.3	
25503				    15.0	
25514				    15.1	
25525				    15.1	
25536				    15.4	
25547				    15.6	
25559				    15.6	
25570				    15.6	
