19900				    1
19911				    1
19922				    1
19933				    1
19944				    1
19955				    1
19966				    1
19977				    1
19988				    1
19999				    1.1	
20010				    1.4	
20021				    1.4	
20031				    1.4	
20042				    1.4	
20053				    1.4	
20064				    1.4	
20075				    1.4	
20086				    1.4	
20097				    1.6	
20108				    1.6	
20119				    1.6	
20130				    1.8	
20141				    2.4	
20152				    2.6	
20163				    2.6	
20174				    2.6	
20185				    2.6	
20196				    2.6	
20206				    2.6	
20218				    2.6	
20229				    2.6	
20240				    2.9	
20251				    2.9	
20262				    2.9	
20273				    3.3	
20284				    4.9	
20295				    4.9	
20306				    4.9	
20317				    4.9	
20328				    4.9	
20339				    4.9	
20350				    5.1	
20361				    5.5	
20372				    5.7	
20383				    5.7	
20394				    5.8	
20405				    6.7	
20416				    8.1	
20427				    9.8	
20439				    9.8	
20450				    9.8	
20461				    9.8	
20472				    9.8	
20483				    9.8	
20494				    10.0	
20505				    10.3	
20516				    10.6	
20527				    10.6	
20538				    10.6	
20549				    11.4	
20560				    11.4	
20571				    11.3	
20583				    11.3	
20594				    11.7	
20605				    11.8	
20616				    13.6	
20628				    13.9	
20639				    13.9	
20650				    13.9	
20661				    13.9	
20672				    13.9	
20683				    13.9	
20694				    14.4	
20705				    15.2	
20716				    15.3	
20727				    15.3	
20738				    15.3	
20749				    15.3	
20760				    15.3	
20771				    14.8	
20782				    15.0	
20793				    15.0	
20805				    16.3	
20816				    16.4	
20827				    17.3	
20838				    17.3	
20849				    17.3	
20860				    17.6	
20871				    18.0	
20883				    17.9	
20894				    17.7	
20906				    17.6	
20917				    17.5	
20928				    17.5	
20940				    18.0	
20951				    18.0	
20962				    18.0	
20973				    18.0	
20984				    18.0	
20995				    18.0	
21007				    18.3	
21018				    18.3	
21030				    18.3	
21041				    18.0	
21052				    18.2	
21063				    18.9	
21075				    19.3	
21086				    19.6	
21097				    19.5	
21108				    20.1	
21119				    20.0	
21130				    19.8	
21141				    19.8	
21153				    19.5	
21164				    21.5	
21175				    21.5	
21187				    21.4	
21198				    21.4	
21209				    20.3	
21220				    22.1	
21230				    22.2	
21239				    22.4	
21247				    22.4	
