24941				    1
24952				    1
24963				    1
24974				    1
24985				    1
24996				    1
25007				    1
25018				    1
25029				    1
25040				    1.7	
25051				    1.7	
25062				    1.7	
25073				    1.7	
25084				    1.7	
25094				    1.7	
25105				    1.7	
25116				    1.7	
25127				    1.7	
25138				    3.6	
25149				    3.6	
25160				    3.7	
25170				    3.7	
25181				    3.7	
25192				    3.7	
25203				    3.7	
25215				    3.7	
25226				    3.7	
25237				    3.7	
25248				    3.7	
25258				    3.7	
25269				    3.7	
25281				    3.7	
25292				    3.7	
25303				    3.5	
25314				    3.3	
25325				    3.3	
25336				    3.6	
25346				    3.6	
25357				    4.1	
25368				    4.1	
25379				    4.1	
25390				    4.1	
25401				    4.1	
25412				    4.1	
25423				    4.1	
25434				    4.1	
25445				    4.1	
25456				    4.1	
25467				    4.1	
25478				    4.7	
25489				    5.4	
25500				    5.7	
25511				    6.0	
25521				    6.0	
25532				    6.2	
25543				    6.3	
25554				    6.3	
25565				    6.3	
25576				    6.2	
25587				    6.2	
25598				    6.3	
25609				    6.3	
25620				    6.3	
25631				    6.3	
25642				    6.3	
25653				    6.1	
25664				    6.1	
25675				    6.1	
25686				    6.1	
25697				    5.9	
25708				    5.9	
25719				    5.9	
25730				    5.9	
25741				    5.9	
25752				    5.9	
25763				    5.9	
25773				    5.9	
25784				    5.9	
25795				    5.9	
25806				    5.9	
25817				    5.9	
25828				    5.9	
25839				    5.9	
25850				    5.9	
25861				    5.9	
25872				    5.9	
25883				    5.9	
25894				    5.6	
25905				    5.3	
25916				    5.1	
25927				    4.6	
25938				    4.3	
25949				    4.2	
25960				    4.1	
25971				    4.2	
25982				    4.2	
25994				    4.4	
26005				    4.9	
26016				    5.0	
26026				    5.1	
26037				    5.1	
26048				    6.0	
26059				    6.2	
26070				    6.2	
26081				    6.2	
26091				    6.2	
26102				    6.8	
26113				    6.8	
26124				    6.8	
26135				    6.9	
26146				    6.9	
26157				    6.9	
26167				    6.9	
26178				    6.9	
26189				    6.9	
26200				    6.9	
26211				    7.3	
26222				    7.3	
26233				    8.5	
26244				    8.8	
26255				    9.2	
26266				    10.7	
26277				    10.8	
26288				    11.1	
26299				    11.1	
26309				    10.9	
26321				    11.5	
26332				    11.6	
26343				    11.8	
26354				    12.1	
26365				    12.2	
26376				    12.3	
26387				    12.2	
26398				    12.2	
26409				    12.1	
26420				    12.1	
26431				    11.9	
26442				    11.9	
26452				    12.1	
26463				    12.1	
26474				    12.0	
26485				    12.0	
26496				    11.5	
26507				    11.5	
26518				    11.3	
26529				    11.2	
26541				    11.0	
26552				    11.0	
26563				    11.0	
26574				    10.9	
26585				    10.8	
26596				    10.6	
26607				    5.7
26619				    5.7
26630				    5.5
26641				    5.3
26652				    5.3
26663				    5.0
26674				    4.9
26685				    4.8
26696				    4.6
26706				    4.3
26717				    4.3
26728				    4.2
26739				    4.1
26750				    4.1
26761				    4.1
26772				    4.1
26783				    4.0
26794				    3.9
26805				    3.7
26816				    3.3
26827				    3.3
26838				    3.1
26849				    2.9
26861				    2.9
26872				    2.9
26883				    2.9
26894				    2.9
26905				    2.9
26916				    2.9
26927				    2.9
26938				    2.9
26949				    2.9
26960				    2.9
26972				    2.7
26983				    2.7
26994				    2.6
27005				    2.5
27017				    2.5
27028				    2.3
27038				    2.0
27050				    2.0
27061				    1.8
27073				    1.7
27084				    1.6
27095				    1.5
27106				    1.5
27116				    1.3
27128				    1.2
27139				    1.2
27149				    1.2
27160				    3.0
27171				    3.0
27182				    3.0
27193				    3.0
27204				    3.8
27215				    4.1
27226				    4.4
27237				    6.0
27248				    8.2
27259				    8.2
27270				    9.7
27281				    16.5
27292				    16.6
27303				    16.6
