29307				    1
29318				    1
29329				    1
29340				    1
29351				    1
29362				    2.1	
29374				    2.1	
29384				    2.1	
29395				    2.1	
29406				    2.1	
29417				    2.1	
29428				    3.9	
29439				    4.2	
29450				    4.2	
29460				    4.2	
29471				    4.8	
29482				    11.2	
29493				    11.2	
29504				    11.2	
29516				    12.3	
29527				    13.4	
29538				    14.3	
29549				    16.3	
29560				    16.6	
29571				    16.4	
29583				    24.2	
29593				    24.2	
29604				    31.9	
29615				    29.6	
29626				    25.6	
29639				    26.8	
29649				    26.8	
29660				    27.6	
29672				    27.8	
29683				    28.1	
29694				    27.0	
29704				    26.8	
29715				    27.4	
29726				    26.6	
29737				    26.6	
29748				    25.5	
29758				    25.5	
29769				    27.1	
29780				    27.0	
29791				    26.9	
29802				    25.8	
29813				    25.8	
29823				    25.0	
29834				    26.2	
29845				    26.3	
29856				    25.5	
29867				    25.3	
29878				    26.1	
29889				    26.1	
29900				    26.1	
29911				    26.1	
29921				    25.7	
29932				    25.2	
29943				    25.1	
29954				    24.9	
29965				    25.3	
29976				    25.2	
29987				    25.1	
29997				    25.7	
30008				    25.7	
30019				    25.2	
30030				    24.5	
30041				    24.5	
30051				    23.7	
30062				    23.5	
30073				    23.4	
30084				    22.2	
30095				    21.6	
30106				    21.6	
30117				    21.1	
30128				    21.7	
30139				    21.4	
30150				    21.4	
30161				    20.9	
30172				    20.5	
30183				    20.5	
30194				    20.5	
30205				    20.7	
30217				    20.7	
30228				    19.6	
