2240				    1
2251				    1
2262				    1
2273				    1
2284				    1
2295				    1
2305				    2.1	
2316				    2.1	
2327				    2.1	
2338				    2.3	
2349				    2.3	
2360				    2.3	
2371				    2.7	
2382				    3.2	
2393				    6.2	
2404				    6.2	
2415				    6.2	
2426				    6.2	
2437				    6.2	
2448				    7.2	
2459				    7.5	
2470				    7.6	
2481				    7.6	
2492				    8.0	
2503				    8.0	
2514				    8.0	
2525				    9.4	
2536				    9.4	
2547				    9.4	
2558				    9.4	
2569				    8.7	
2580				    12.1	
2591				    12.1	
2601				    12.1	
2612				    12.1	
2624				    12.1	
2634				    12.4	
2645				    12.4	
2656				    12.4	
2667				    12.7	
2678				    12.7	
2689				    14.4	
2700				    14.4	
2710				    14.3	
2721				    14.6	
2733				    14.7	
2745				    14.7	
2756				    15.2	
2766				    16.5	
2777				    18.4	
2788				    18.5	
2799				    18.7	
2810				    18.5	
2820				    18.5	
2831				    18.5	
2842				    18.8	
2853				    18.8	
2864				    18.6	
2874				    18.7	
2886				    19.1	
2897				    20.9	
2908				    21.2	
2919				    21.2	
2930				    20.5	
2941				    20.1	
2952				    20.6	
2963				    21.0	
2974				    20.8	
2985				    21.9	
2996				    21.9	
3007				    21.8	
3018				    22.1	
3029				    22.0	
3040				    21.8	
3050				    21.7	
3061				    21.8	
3072				    21.8	
3083				    21.4	
3094				    20.6	
3105				    21.3	
3116				    21.3	
3127				    21.3	
3138				    21.3	
3149				    21.2	
3160				    20.7	
3171				    21.6	
3182				    21.6	
3193				    21.3	
3204				    21.0	
3215				    21.0	
3226				    21.0	
3237				    20.8	
3248				    20.7	
3259				    20.7	
3270				    20.7	
3281				    20.8	
3292				    20.8	
3303				    20.9	
3314				    20.9	
3325				    21.0	
3336				    20.9	
