30328				    1
30339				    1
30350				    1
30361				    1
30371				    1
30382				    1
30393				    1.3	
30404				    1.2
30415				    2.0	
30426				    2.0	
30436				    2.0	
30447				    2.0	
30458				    2.0	
30469				    2.0	
30480				    2.0	
30491				    2.4	
30502				    2.5	
30513				    3.6	
30524				    3.6	
30534				    3.6	
30545				    3.6	
30556				    3.6	
30567				    3.6	
30577				    3.6	
30588				    3.6	
30599				    4.0	
30610				    4.0	
30621				    4.7	
30631				    6.0	
30643				    6.2	
30653				    6.3	
30664				    6.3	
30676				    6.3	
30687				    6.3	
30698				    6.3	
30709				    6.3	
30720				    6.3	
30731				    6.3	
30742				    6.3	
30753				    6.3	
30764				    6.0	
30775				    5.9	
30786				    5.9	
30797				    5.9	
30808				    8.1	
30818				    10.1	
30829				    10.1	
30840				    10.1	
30851				    10.1	
30862				    11.6	
30872				    12.2	
30883				    13.2	
30894				    17.9	
30905				    18.2	
30916				    19.4	
30927				    18.6	
30937				    18.5	
30948				    18.5	
30959				    17.9	
30970				    17.9	
30981				    17.0	
30992				    17.0	
31002				    17.0	
31013				    17.0	
31024				    17.0	
31035				    17.0	
31046				    16.2	
31057				    16.2	
31068				    14.6	
31079				    14.6	
31090				    14.6	
31100				    15.0	
31111				    15.7	
31122				    15.7	
31133				    15.9	
31144				    15.9	
31155				    16.2	
31166				    16.1	
31177				    16.1	
31187				    16.7	
31198				    16.7	
31209				    16.4	
31220				    16.7	
31231				    16.7	
31241				    16.9	
31252				    17.3	
31263				    17.5	
31274				    17.6	
31285				    17.8	
31296				    17.8	
31307				    17.8	
31318				    17.8	
31328				    17.8	
31339				    18.1	
31350				    18.1	
31361				    18.9	
31372				    19.5	
31383				    19.6	
31394				    19.9	
31404				    19.8	
31415				    19.6	
31426				    19.7	
31437				    20.0	
31448				    19.9	
31459				    20.1	
31470				    20.1	
31481				    20.2	
31492				    20.9	
31503				    20.9	
31514				    20.8	
31525				    20.8	
31536				    20.8	
31546				    20.1	
31557				    21.0	
31568				    21.2	
31579				    21.1	
31590				    21.1	
