3681				    10
3685				    10
3689				    10
3694				    10
3699				    10
3704				    10
3710				    10
3716				    10
3722				    10
3728				    10
3734				    10
3739				    10
3745				    20
3751				    20
3758				    20
3763				    20
3769				    20
3775				    20
3781				    20
3787				    20
3793				    20
3799				    25
3805				    27
3811				    31
3817				    31
3823				    34
3829				    36
3835				    38
3841				    38
3847				    38
3853				    38
3859				    38
3865				    38
3871				    38
3877				    38
3883				    43
3889				    44
3895				    49
3901				    57
3907				    63
3914				    70
3919				    70
3925				    70
3931				    70
3937				    70
3943				    75
3949				    75
3955				    75
3961				    75
3967				    75
3973				    75
3979				    86
3985				    86
3991				    86
3997				    86
4003				    86
4009				    86
4015				    86
4021				    86
4028				    86
4035				    86
4043				    86
4052				    86
4060				    86
4068				    86
4076				    104
4084				    104
4092				    104
4100				    104
4108				    104
4116				    104
4124				    104
4132				    112
4140				    112
4147				    114
4155				    134
4163				    134
4171				    134
4179				    134
4187				    134
4195				    146
4203				    146
4211				    146
4219				    148
4227				    152
4236				    151
4243				    151
4252				    151
4260				    149
4267				    149
4276				    149
4284				    160
4292				    160
4300				    160
4308				    160
4316				    160
4324				    160
4332				    160
4339				    160
4347				    160
4355				    160
4363				    160
4371				    160
4379				    160
4388				    160
4396				    160
4403				    160
4411				    112
4419				    112
4427				    112
4435				    1
4443				    1
4451				    1
4459				    1
4467				    1
4475				    1
4483				    1
4491				    1
4499				    1
4507				    112
4515				    112
4523				    112
4531				    112
4539				    112
4547				    112
4555				    112
4563				    112
4571				    112
4579				    112
4587				    112
4595				    112
4603				    112
4611				    112
4619				    112
