16618				    1
16629				    1
16640				    1
16652				    1
16662				    1
16673				    1
16684				    1
16695				    1
16706				    1
16717				    1.6	
16728				    1.6	
16739				    1.7	
16750				    1.7	
16761				    1.7	
16772				    1.7	
16783				    1.7	
16794				    1.7	
16805				    2.8	
16816				    2.8	
16827				    3.5	
16838				    3.5	
16849				    3.8	
16860				    3.8	
16871				    3.8	
16882				    3.8	
16893				    4.0	
16904				    4.1	
16915				    4.5	
16926				    4.5	
16937				    4.4	
16948				    7.0	
16959				    7.0	
16969				    7.0	
16980				    7.0	
16991				    7.0	
17002				    7.0	
17014				    7.0	
17025				    7.4	
17036				    7.5	
17047				    7.5	
17058				    10.0	
17069				    10.6	
17080				    10.6	
17091				    11.1	
17102				    11.0	
17113				    11.0	
17124				    11.0	
17134				    11.0	
17146				    11.0	
17157				    11.0	
17167				    11.2	
17178				    11.5	
17190				    11.4	
17200				    11.5	
17212				    11.3	
17223				    11.3	
17234				    11.2	
17245				    11.3	
17255				    11.6	
17266				    12.0	
17277				    12.6	
17288				    13.0	
17298				    13.5	
17309				    13.8	
17321				    13.8	
17332				    13.6	
17343				    13.5	
17354				    13.5	
17366				    13.5	
17377				    13.7	
17388				    13.7	
17399				    14.4	
17410				    15.1	
17421				    15.2	
17432				    15.6	
17443				    16.3	
17454				    16.3	
17465				    15.7	
17476				    17.0	
17487				    17.5	
17498				    17.5	
17509				    18.3	
17520				    18.5	
17531				    18.7	
17542				    19.2	
17553				    18.9	
17565				    19.8	
17576				    19.8	
17587				    19.8	
17598				    20.3	
17609				    20.2	
17621				    20.3	
17632				    20.3	
17643				    20.6	
17655				    20.6	
17666				    20.6	
17676				    20.6	
17687				    20.6	
17698				    20.6	
17709				    20.6	
17720				    20.6	
17732				    20.6	
17743				    19.8	
17754				    18.6	
17765				    18.6	
17777				    18.3	
17788				    18.3	
17799				    17.5	
17810				    17.7	
17821				    17.9	
17832				    17.9	
17843				    18.1	
17854				    19.1	
17865				    19.1	
17876				    18.8	
17888				    18.6	
17899				    19.3	
17910				    19.3	
17921				    19.2	
