7639				    1
7650				    1
7661				    1
7671				    1
7682				    1
7693				    1.3	
7705				    1.3	
7716				    2.0	
7727				    2.0	
7738				    2.0	
7749				    2.0	
7760				    6.0	
7771				    6.0	
7782				    6.3	
7793				    6.3	
7804				    6.3	
7815				    7.5	
7826				    9.6	
7837				    9.7	
7848				    10.9	
7859				    10.9	
7870				    10.9	
7881				    11.3	
7892				    11.5	
7903				    11.6	
7914				    13.4	
7925				    15.6	
7936				    15.8	
7947				    15.3	
7959				    15.3	
7970				    15.5	
7981				    15.5	
7992				    16.5	
8004				    16.5	
8015				    17.0	
8027				    17.9	
8038				    17.4	
8048				    18.2	
8059				    18.2	
8070				    17.8	
8081				    19.5	
8092				    20.7	
8103				    20.6	
8114				    20.5	
8125				    19.8	
8136				    19.8	
8147				    19.6	
8158				    19.6	
8169				    19.6	
8180				    19.2	
8191				    20.7	
8203				    22.9	
8214				    22.9	
8226				    22.9	
8237				    21.7	
8248				    21.6	
8259				    20.9	
8270				    20.9	
8281				    20.9	
8292				    22.5	
8303				    23.2	
8315				    22.7	
8326				    22.7	
8337				    22.3	
8347				    22.1	
8359				    22.1	
8370				    22.1	
8380				    23.1	
8392				    23.1	
8403				    23.0	
8414				    22.7	
8425				    22.6	
8436				    22.6	
8447				    22.7	
8458				    22.7	
8469				    22.6	
8480				    22.3	
8491				    22.3	
8502				    22.9	
8513				    22.5	
8524				    22.4	
8535				    22.1	
8546				    22.0	
8558				    22.0	
8568				    22.1	
8580				    23.0	
8591				    23.1	
8602				    22.6	
8613				    22.6	
