2282				    1
2293				    1
2304				    1
2315				    1
2327				    1
2338				    1
2349				    1
2360				    1
2371				    1
2382				    1
2393				    1.6	
2404				    1.6	
2415				    1.6	
2426				    1.6	
2436				    1.6	
2447				    1.6	
2458				    1.6	
2470				    1.6	
2481				    1.6	
2491				    1.6	
2502				    1.6	
2513				    1.6	
2524				    1.6	
2535				    3.1	
2546				    3.1	
2557				    3.1	
2569				    3.1	
2580				    3.1	
2591				    3.1	
2602				    3.1	
2613				    3.1	
2623				    3.1	
2635				    3.1	
2645				    3.1	
2656				    3.1	
2667				    3.1	
2679				    3.5	
2690				    4.7	
2701				    4.7	
2713				    5.4	
2724				    5.4	
2735				    5.4	
2746				    5.4	
2756				    5.4	
2767				    5.4	
2778				    5.4	
2789				    5.4	
2801				    5.4	
2812				    5.4	
2823				    5.4	
2834				    5.4	
2845				    5.4	
2857				    5.5	
2868				    5.5	
2879				    5.5	
2890				    6.4	
2901				    6.4	
2912				    7.2	
2923				    7.5	
2933				    7.6	
2944				    7.9	
2955				    7.9	
2966				    7.9	
2977				    7.8	
2988				    7.8	
2999				    7.8	
3010				    7.8	
3021				    7.8	
3032				    7.8	
3043				    7.8	
3054				    7.8	
3065				    7.8	
3076				    7.8	
3087				    7.8	
3097				    7.9	
3104				    8.2	
3109				    8.6	
3115				    8.7	
3120				    8.7	
3126				    8.8	
3132				    8.8	
3137				    9.4	
3143				    9.7	
3148				    9.7	
3154				    9.7	
3159				    10.3	
3166				    10.4	
3177				    11.1	
3188				    11.4	
3199				    11.9	
3211				    12.3	
3222				    12.3	
3233				    12.3	
3244				    12.3	
3255				    12.3	
3266				    12.5	
3278				    12.5	
3289				    12.5	
3300				    12.5	
3311				    12.5	
3322				    12.5	
3333				    12.5	
3343				    12.5	
3354				    12.7	
3365				    12.7	
3376				    14.9	
3388				    15.0	
3399				    15.4	
3410				    15.9	
3421				    15.8	
3432				    15.5	
3443				    15.6	
3454				    15.5	
3465				    15.9	
3476				    16.3	
3487				    16.2	
3498				    16.5	
3509				    16.5	
3520				    16.4	
3531				    16.3	
3542				    16.3	
3553				    16.3	
3564				    16.5	
3575				    16.6	
3586				    16.6	
3597				    16.6	
3608				    16.6	
3619				    16.7	
3631				    16.8	
3642				    16.8	
3653				    16.8	
3664				    16.8	
3675				    17.0	
3686				    17.0	
3697				    17.0	
3708				    17.0	
3719				    17.0	
3730				    17.0	
3741				    17.0	
3752				    17.0	
3763				    17.0	
3773				    17.0	
3784				    17.2	
3795				    17.2	
3807				    17.4	
3818				    17.3	
3829				    17.2	
3840				    17.0	
3850				    16.9	
3861				    17.1	
3872				    17.3	
3883				    17.4	
3894				    17.6	
3906				    17.6	
3917				    17.6	
3928				    17.6	
