2982				    1
2993				    1
3004				    1
3015				    1
3027				    1
3038				    1
3049				    1
3061				    1
3072				    1
3083				    1
3094				    1.9	
3106				    1.9	
3117				    1.9	
3128				    1.9	
3139				    1.9	
3151				    1.9	
3162				    1.9	
3174				    1.9	
3185				    1.9	
3196				    1.9	
3207				    1.9	
3219				    3.4	
3230				    3.4	
3242				    3.4	
3253				    3.4	
3264				    3.4	
3275				    3.4	
3287				    3.4	
3298				    3.4	
3309				    3.4	
3320				    3.4	
3331				    3.4	
3343				    3.4	
3354				    3.4	
3365				    3.4	
3376				    5.7	
3388				    5.7	
3399				    5.7	
3410				    5.7	
3421				    5.7	
3433				    5.7	
3444				    5.7	
3455				    5.7	
3466				    5.7	
3478				    5.7	
3489				    5.7	
3501				    5.7	
3512				    5.9	
3523				    8.2	
3534				    11.2	
3545				    11.2	
3556				    11.2	
3568				    11.2	
3579				    11.2	
3590				    11.2	
3601				    11.2	
3613				    11.2	
3625				    11.2	
3636				    11.2	
3647				    11.2	
3658				    11.2	
3670				    11.3	
3681				    13.0	
3693				    16.7	
3704				    18.5	
3715				    21.0	
3727				    20.9	
3738				    20.9	
3750				    20.9	
3762				    20.9	
3773				    20.9	
3784				    20.9	
3796				    20.9	
3807				    20.9	
3818				    20.9	
3830				    20.9	
3841				    20.9	
3852				    21.4	
3863				    22.5	
3874				    24.3	
3885				    27.9	
3896				    28.7	
3908				    30.1	
3919				    31.3	
3930				    31.5	
3941				    33.3	
3953				    33.3	
3964				    33.3	
3976				    33.3	
3987				    33.3	
3998				    33.3	
4009				    33.3	
4020				    33.3	
4031				    33.3	
4042				    33.3	
4054				    35.9	
4065				    36.8	
4076				    40.0	
