1199				    1
1211				    1
1222				    1
1234				    1
1245				    1
1259				    1
1271				    1
1283				    1.1	
1294				    1.1	
1302				    1.1	
1308				    1.1	
1315				    1.5	
1322				    5.7	
1329				    5.7	
1336				    5.7	
1343				    5.7	
1350				    6.7	
1357				    6.7	
1364				    6.7	
1371				    6.7	
1378				    6.7	
1385				    6.7	
1392				    6.7	
1400				    6.7	
1409				    6.7	
1416				    6.7	
1424				    6.7	
1434				    6.7	
1444				    6.7	
1453				    6.7	
1463				    5.3	
1473				    5.4	
1482				    6.0	
1492				    6.5	
1501				    6.5	
1511				    6.5	
1521				    6.5	
1530				    6.5	
1540				    6.5	
1550				    6.5	
1559				    6.5	
1569				    6.5	
1579				    6.5	
1588				    6.5	
1598				    6.5	
1607				    6.5	
1617				    6.5	
1626				    6.5	
1636				    8.5	
1645				    8.7	
1655				    8.8	
1664				    8.9	
1673				    9.8	
1683				    9.8	
1692				    9.8	
1701				    9.8	
1710				    9.8	
1720				    9.8	
1729				    9.8	
1739				    9.8	
1748				    9.8	
1758				    9.8	
1767				    9.8	
1777				    10.3	
1786				    10.3	
1795				    11.7	
1805				    13.3	
1815				    15.2	
1824				    16.3	
1833				    16.4	
1843				    16.4	
1852				    16.7	
1862				    18.8	
1872				    18.8	
1883				    18.8	
1894				    18.4	
1905				    18.4	
1917				    18.4	
1928				    18.4	
1939				    18.4	
1950				    18.4	
1961				    18.4	
1973				    18.4	
1984				    18.7	
1995				    19.9	
2006				    22.0	
2017				    23.8	
2029				    27.1	
2040				    28.9	
2051				    30.0	
2062				    32.0	
2073				    34.1	
2084				    34.1	
2095				    33.6	
2106				    33.6	
2118				    33.6	
2130				    33.6	
2141				    33.6	
2153				    32.9	
2164				    33.6	
2175				    35.1	
2187				    38.0	
2198				    40.7	
2209				    41.0	
2221				    41.0	
2232				    41.0	
2243				    41.0	
2254				    41.0	
2266				    41.0	
2277				    41.0	
2288				    41.0	
2299				    41.0	
