5.536524000	1388
5.536534000	2776
5.536563000	4164
5.536567000	5552
5.536625000	6940
5.536631000	8328
5.536678000	9716
5.536683000	11104
5.536735000	12492
5.536739000	13880
5.603075000	13880
5.603078000	15268
5.603120000	12492
5.603123000	13880
5.603174000	13880
5.603177000	15268
5.603227000	13880
5.603230000	15268
5.603280000	12492
5.603283000	13880
5.603333000	15268
5.603336000	16656
5.603388000	18044
5.603390000	19432
5.603441000	20820
5.603444000	22208
5.603495000	23596
5.603497000	24984
5.603549000	26372
5.603552000	27760
5.663167000	27760
5.663170000	29148
5.663213000	29148
5.663216000	30536
5.663264000	29148
5.663267000	30536
5.663364000	29148
5.663367000	30536
5.663389000	26372
5.663392000	27760
5.663456000	27760
5.663459000	29148
5.663535000	29148
5.663538000	30536
5.663603000	29148
5.663605000	30536
5.663649000	31924
5.663652000	33312
5.663703000	34700
5.663705000	36088
5.663756000	37476
5.663759000	38864
5.663810000	40252
5.663813000	41640
5.663864000	43028
5.663867000	44416
5.663952000	45804
5.663957000	47192
5.665110000	47192
5.665114000	48580
5.665151000	48580
5.665155000	49968
5.668120000	49968
5.668122000	51356
5.668172000	49968
5.668175000	51356
5.668223000	51356
5.668225000	52744
5.668285000	54132
5.668287000	55520
5.710028000	55520
5.710031000	56908
5.710074000	56908
5.710076000	58296
5.721050000	58296
5.721052000	59684
5.721096000	59684
5.721098000	61072
5.721148000	61072
5.721150000	62460
5.721206000	58296
5.721209000	59684
5.721256000	59684
5.721258000	61072
5.721307000	59684
5.721309000	61072
5.721360000	59684
5.721362000	61072
5.721413000	59684
5.721415000	61072
5.721475000	58296
5.721477000	59684
5.721531000	59684
5.721533000	61072
5.721582000	59684
5.721584000	61072
5.721635000	58296
5.721637000	59684
5.721688000	59684
5.721690000	61072
5.721741000	59684
5.721743000	61072
5.721795000	59684
5.721797000	61072
5.721847000	56908
5.721849000	58296
5.721901000	58296
5.721902000	59684
5.721958000	54132
5.721965000	55520
5.722011000	56908
5.722012000	58296
5.722062000	59684
5.722064000	61072
5.722115000	62460
5.722117000	63848
5.722169000	65236
5.722171000	66624
5.722221000	68012
5.722223000	69400
5.722273000	70788
5.722275000	72176
5.722326000	73564
5.722329000	74952
5.722380000	76340
5.722382000	77728
5.722432000	79116
5.722435000	80504
5.722486000	81892
5.722488000	83280
5.722538000	84668
5.722540000	86056
5.722590000	87444
5.722593000	88832
5.722643000	90220
5.722646000	91608
5.722696000	92996
5.722699000	94384
5.722750000	95772
5.722752000	97160
5.722802000	98548
5.722805000	99936
5.722855000	101324
5.722858000	102712
5.722936000	104100
5.722938000	105488
5.722960000	106876
5.723012000	108264
5.723015000	109652
5.723064000	111040
5.771052000	109652
5.771055000	111040
5.771089000	111040
5.771091000	112428
5.771142000	113816
5.771144000	115204
5.773072000	115204
5.773076000	116592
5.773147000	116592
5.773152000	117980
5.775079000	117980
5.775082000	119368
5.779077000	119368
5.779081000	120756
5.779164000	116592
5.779167000	117980
5.779250000	116592
5.779253000	117980
5.779342000	113816
5.779345000	115204
5.779367000	62460
5.783144000	61072
5.783147000	62460
5.783149000	63848
5.783160000	45804
5.783218000	47192
5.783220000	48580
5.783222000	49968
5.783225000	51356
5.783325000	52744
5.783329000	54132
5.783331000	55520
5.783333000	56908
5.783419000	58296
5.783421000	59684
5.783424000	61072
5.783426000	62460
5.783505000	63848
5.783512000	65236
5.783515000	66624
5.783519000	68012
5.783552000	69400
5.783554000	70788
5.783556000	72176
5.783558000	73564
5.783606000	74952
5.783608000	76340
5.783610000	77728
