19873				    1
19884				    1
19895				    1
19907				    1
19918				    1
19929				    1
19940				    1
19951				    1.3	
19962				    2.0	
19974				    2.1	
19985				    2.1	
19996				    2.1	
20007				    2.1	
20019				    2.1	
20030				    3.6	
20041				    3.9	
20052				    4.1	
20063				    4.6	
20074				    4.6	
20085				    4.6	
20097				    4.6	
20108				    4.6	
20119				    4.6	
20130				    4.6	
20141				    4.6	
20152				    4.6	
20164				    4.6	
20175				    4.6	
20186				    4.6	
20197				    4.5	
20208				    4.5	
20220				    4.6	
20231				    4.8	
20242				    5.1	
20254				    5.1	
20265				    5.1	
20276				    5.1	
20287				    5.4	
20298				    5.4	
20309				    5.7	
20320				    6.5	
20332				    7.3	
20343				    8.1	
20354				    8.4	
20365				    8.4	
20376				    8.7	
20387				    9.4	
20398				    9.9	
20410				    10.1	
20421				    10.1	
20433				    10.1	
20444				    10.1	
20455				    10.1	
20466				    10.1	
20477				    10.1	
20488				    10.6	
20499				    10.6	
20510				    10.6	
20521				    10.8	
20532				    10.8	
20543				    10.8	
20555				    10.5	
20566				    10.5	
20577				    10.6	
20589				    10.5	
20600				    10.7	
20611				    10.7	
20622				    11.4	
20633				    11.7	
20645				    11.7	
20656				    11.6	
20667				    11.6	
20678				    11.7	
20689				    11.6	
20700				    12.3	
20711				    12.3	
20723				    12.9	
20734				    13.1	
20745				    14.3	
20756				    14.4	
20767				    14.3	
20779				    15.4	
20790				    15.4	
20801				    15.3	
20812				    15.3	
20823				    15.3	
20834				    15.3	
20845				    15.3	
20856				    15.3	
20867				    15.0	
20879				    15.5	
20889				    16.4	
20900				    16.4	
20911				    17.8	
20922				    17.8	
20933				    17.6	
20944				    17.7	
20955				    17.8	
20966				    18.9	
20977				    19.6	
20988				    19.6	
20999				    20.3	
21010				    20.5	
21020				    20.7	
21031				    20.7	
21042				    20.6	
21053				    19.9	
21064				    20.1	
21075				    20.2	
21086				    20.4	
21097				    20.5	
21107				    20.3	
21118				    20.3	
21129				    21.4	
21140				    21.4	
21151				    20.6	
21162				    21.6	
21173				    21.7	
21184				    23.6	
