4106				    1
4117				    1
4128				    1
4139				    1
4150				    1
4162				    1
4173				    1
4184				    1
4195				    2.1	
4207				    2.1	
4218				    2.1	
4229				    2.1	
4240				    2.1	
4252				    2.1	
4264				    2.5	
4275				    3.0	
4286				    5.0	
4297				    5.0	
4308				    5.0	
4319				    5.0	
4331				    5.0	
4342				    6.2	
4354				    7.3	
4365				    10.6	
4376				    10.6	
4387				    10.6	
4398				    10.6	
4410				    10.6	
4421				    10.6	
4432				    10.5	
4443				    12.0	
4454				    12.7	
4465				    16.7	
4476				    16.7	
4488				    16.5	
4499				    16.5	
4510				    16.5	
4521				    18.0	
4532				    21.5	
4544				    22.7	
4555				    27.1	
4566				    32.4	
4577				    32.7	
4588				    34.4	
4600				    36.2	
4611				    36.2	
4622				    36.2	
4634				    36.2	
4645				    29.9	
4656				    32.6	
4667				    39.6	
4678				    39.7	
4690				    42.6	
4700				    42.6	
4712				    46.9	
4723				    47.4	
4734				    49.3	
4745				    49.7	
4756				    49.3	
4768				    49.3	
4779				    49.3	
4790				    53.4	
4801				    54.9	
4812				    55.8	
4823				    55.8	
4834				    55.8	
4845				    55.8	
4856				    57.3	
4867				    57.3	
4878				    57.3	
4889				    57.3	
4900				    57.3	
4912				    57.3	
4923				    57.3	
4934				    57.3	
4945				    57.3	
4956				    57.3	
4967				    57.3	
4979				    57.3	
4990				    57.3	
5001				    57.3	
5012				    57.3	
5024				    57.3	
5035				    57.3	
5046				    57.3	
