26535				    1
26546				    1
26557				    1
26567				    1
26578				    1
26589				    1
26600				    1
26611				    1
26621				    1
26632				    1.2	
26643				    1.5	
26654				    1.5	
26665				    1.7	
26676				    1.7	
26687				    1.7	
26697				    1.7	
26708				    1.7	
26719				    1.7	
26730				    2.2	
26741				    3.4	
26752				    4.1	
26763				    4.4	
26773				    5.4	
26784				    5.8	
26795				    12.5	
26805				    15.7	
26816				    15.7	
26827				    15.2	
26838				    14.6	
26849				    14.6	
26860				    14.6	
26871				    14.6	
26881				    12.7	
26892				    11.8	
26903				    11.8	
26914				    8.7	
26925				    8.7	
26935				    8.3	
26946				    8.2	
26957				    8.2	
26968				    8.3	
26979				    8.3	
26990				    8.3	
27001				    8.6	
27011				    8.7	
27022				    8.7	
27033				    8.8	
27044				    8.8	
27055				    8.8	
27066				    8.6	
27077				    8.6	
27087				    8.6	
27098				    8.6	
27109				    8.6	
27120				    8.6	
27131				    8.6	
27142				    8.4	
27153				    8.4	
27165				    8.4	
27175				    8.9	
27186				    8.9	
27197				    8.9	
27208				    9.5	
27218				    9.5	
27229				    9.8	
27240				    10.0	
27251				    10.3	
27262				    10.4	
27273				    10.8	
27283				    11.0	
27294				    11.1	
27305				    11.1	
27316				    11.3	
27327				    11.4	
27338				    11.4	
27349				    11.4	
27360				    11.4	
27371				    11.4	
27382				    11.7	
27392				    12.3	
27403				    12.3	
27414				    12.9	
27425				    14.1	
27436				    14.1	
27446				    14.1	
27457				    15.3	
27468				    15.4	
27479				    15.7	
27490				    15.7	
27501				    15.7	
27512				    15.2	
27523				    15.7	
27534				    15.6	
27545				    15.6	
27555				    15.5	
27566				    15.8	
27577				    16.0	
27588				    15.9	
27599				    16.0	
27610				    15.8	
27621				    15.8	
27631				    15.4	
27642				    15.5	
27653				    15.4	
27664				    15.8	
27675				    15.8	
27686				    15.8	
27697				    15.8	
27708				    15.8	
27719				    16.0	
27729				    16.0	
27740				    16.0	
27751				    16.0	
27762				    16.0	
27773				    16.0	
27783				    16.0	
27794				    16.0	
27805				    15.9	
27816				    15.5	
27827				    15.5	
27838				    15.5	
27849				    15.3	
27859				    15.3	
27871				    15.0	
27881				    15.3	
27892				    15.2	
27903				    15.2	
27914				    15.8	
27925				    15.8	
27936				    15.9	
27948				    15.9	
27958				    15.8	
27969				    15.8	
27980				    15.8	
27991				    15.7	
28002				    15.7	
