32876				    1
32884				    1
32891				    1
32899				    1
32908				    1
32916				    1
32924				    1
32932				    1
32940				    1
32949				    1
32957				    1
32966				    1.3	
32974				    1.4	
32982				    1.9	
32990				    2.0	
32998				    2.0	
33006				    2.0	
33014				    2.0	
33023				    2.0	
33031				    2.0	
33039				    2.0	
33047				    2.0	
33055				    2.2	
33064				    2.2	
33072				    2.4	
33080				    2.4	
33088				    2.9	
33097				    2.9	
33105				    2.9	
33113				    3.2	
33121				    3.4	
33129				    3.4	
33137				    3.4	
33145				    3.4	
33153				    3.4	
33161				    3.4	
33170				    3.4	
33178				    3.4	
33186				    3.4	
33194				    3.4	
33202				    3.7	
33211				    3.9	
33219				    4.1	
33227				    4.2	
33235				    4.2	
33244				    4.2	
33251				    4.5	
33259				    4.6	
33267				    4.6	
33275				    4.9	
33284				    4.9	
33292				    5.0	
33299				    5.0	
33307				    5.0	
33315				    5.0	
33323				    5.0	
33332				    5.0	
33339				    5.0	
33347				    5.0	
33356				    5.0	
33364				    5.0	
33372				    5.0	
33380				    5.0	
33388				    5.0	
33396				    5.0	
33404				    4.9	
33412				    4.9	
33420				    4.9	
33428				    4.9	
33436				    4.9	
33445				    4.7	
33453				    4.7	
33461				    4.7	
33469				    4.8	
33477				    4.9	
33485				    4.9	
33494				    4.9	
33502				    4.9	
33510				    5.0	
33518				    5.1	
33526				    5.2	
33534				    5.2	
33542				    5.2	
33550				    5.2	
33559				    5.3	
33567				    5.3	
33575				    5.3	
33583				    5.3	
33591				    5.3	
33599				    5.3	
33607				    5.3	
33615				    5.3	
33623				    5.3	
33631				    5.3	
33640				    5.3	
33648				    5.3	
33656				    5.3	
33664				    5.3	
33672				    5.3	
33680				    5.3	
33688				    5.3	
33697				    5.2	
33705				    5.2	
33713				    5.2	
33721				    5.2	
33729				    5.2	
33737				    5.2	
33746				    5.2	
33754				    5.2	
33762				    5.3	
33771				    5.3	
33779				    5.3	
33787				    5.3	
33795				    5.3	
33803				    5.3	
33812				    5.4	
33820				    5.6	
33828				    5.6	
33836				    5.7	
33845				    5.7	
33853				    5.7	
33861				    5.7	
33869				    5.7	
33877				    5.7	
33885				    5.7	
33893				    5.8	
33902				    5.8	
33910				    5.8	
33918				    5.9	
33926				    5.9	
33935				    5.9	
33943				    5.9	
33951				    5.9	
33959				    5.9	
33967				    5.9	
33975				    5.9	
33983				    5.9	
33991				    5.9	
34000				    5.9	
34008				    5.9	
34016				    5.9	
34025				    5.9	
34033				    5.9	
34041				    5.9	
34049				    5.9	
34057				    5.9	
34065				    5.9	
34073				    5.9	
34081				    5.9	
34088				    5.9	
34096				    5.8	
34104				    5.8	
34112				    5.8	
34121				    5.8	
34129				    5.8	
34138				    5.8	
34146				    5.8	
34155				    5.8	
34163				    5.7	
34171				    5.7	
34180				    5.7	
34188				    5.7	
34196				    5.7	
34204				    5.7	
34212				    5.7	
34220				    5.7	
34228				    5.7	
34236				    5.7	
34245				    5.7	
34253				    5.7	
34261				    5.7	
34269				    5.7	
34278				    5.7	
34286				    5.7	
34294				    5.7	
34302				    5.8	
34310				    6.0	
34318				    6.0	
34326				    6.0	
34334				    6.1	
34343				    6.4	
34351				    6.5	
34359				    6.5	
34367				    6.5	
34375				    6.8	
34383				    6.8	
34391				    6.9	
34400				    6.9	
34407				    6.9	
34415				    6.9	
34423				    6.9	
34431				    6.9	
34439				    7.0	
34447				    7.0	
34455				    7.0	
34463				    7.2	
34472				    7.2	
34479				    7.3	
34487				    7.4	
34495				    7.4	
34503				    7.4	
34511				    7.3	
34519				    7.3	
34528				    7.3	
34536				    7.3	
34545				    7.3	
34553				    7.3	
34561				    7.3	
34569				    7.3	
34577				    7.4	
34585				    7.5	
34593				    7.7	
34603				    7.7	
34611				    7.9	
34620				    7.9	
34628				    8.0	
34636				    8.0	
34644				    8.0	
34652				    8.1	
34661				    8.2	
34669				    8.2	
34677				    8.4	
34685				    8.4	
34694				    8.4	
34702				    8.5	
34710				    8.5	
34718				    8.5	
34726				    8.6	
34734				    8.6	
34742				    8.6	
34751				    8.7	
34759				    8.8	
34767				    8.8	
34775				    8.9	
34783				    8.9	
34791				    9.0	
34800				    9.0	
34808				    9.1	
34816				    9.1	
34824				    9.1	
34832				    9.1	
34840				    9.3	
34848				    9.3	
34857				    9.4	
34865				    9.4	
34873				    9.4	
34881				    9.5	
34889				    9.5	
34898				    9.5	
34906				    9.5	
34914				    9.8	
34922				    9.8	
34930				    9.9	
34938				    9.9	
34946				    9.9	
34954				    9.9	
34962				    10.0	
34970				    10.0	
34978				    10.0	
34986				    10.0	
34994				    10.0	
35003				    10.0	
35011				    10.0	
35019				    10.0	
35027				    10.0	
35035				    10.0	
35043				    10.0	
35051				    10.0	
35059				    10.0	
35068				    10.0	
35076				    10.0	
35084				    10.0	
35092				    9.8	
35100				    9.8	
35108				    10.1	
35116				    10.1	
35124				    10.1	
35132				    10.0	
35140				    10.0	
35148				    10.0	
35156				    10.0	
35164				    10.0	
35173				    10.0	
35181				    10.0	
35189				    10.1	
35197				    10.1	
35205				    10.3	
35214				    1
35222				    1
35230				    1
35238				    1
35246				    1
35255				    1
35262				    1
35270				    1
35278				    1
35287				    1
35295				    1
35303				    5.6
