19689				    1
19700				    1
19712				    1
19723				    1
19734				    1
19745				    1
19756				    1
19767				    1
19779				    1
19790				    1
19801				    1.5	
19812				    1.7	
19823				    1.7	
19834				    1.7	
19846				    1.7	
19857				    1.7	
19868				    1.7	
19879				    1.7	
19890				    1.7	
19902				    1.7	
19913				    2.4	
19924				    2.4	
19935				    3.3	
19947				    3.3	
19958				    3.3	
19969				    3.3	
19980				    3.3	
19991				    3.3	
20002				    3.3	
20013				    3.3	
20024				    3.3	
20035				    3.3	
20047				    3.3	
20058				    3.9	
20069				    3.9	
20080				    3.9	
20091				    3.9	
20102				    5.4	
20113				    5.4	
20124				    5.4	
20136				    5.4	
20147				    5.4	
20158				    5.4	
20169				    5.4	
20180				    5.4	
20192				    5.4	
20203				    5.6	
20214				    6.7	
20225				    6.7	
20236				    6.9	
20248				    8.9	
20259				    8.9	
20270				    8.7	
20281				    9.5	
20292				    9.5	
20304				    9.5	
20315				    9.5	
20326				    9.5	
20338				    9.5	
20349				    9.5	
20360				    9.5	
20371				    9.5	
20382				    10.2	
20393				    10.2	
20404				    10.6	
20416				    11.1	
20427				    12.0	
20438				    12.0	
20449				    12.1	
20460				    12.8	
20471				    12.8	
20483				    12.8	
20494				    14.5	
20505				    14.6	
20516				    14.5	
20527				    14.5	
20538				    14.5	
20549				    14.5	
20560				    14.5	
20572				    14.1	
20583				    14.1	
20594				    14.1	
20605				    14.1	
20616				    14.1	
20627				    14.1	
20639				    14.4	
20650				    15.1	
20661				    15.1	
20672				    15.1	
20683				    15.6	
20695				    15.5	
20706				    15.5	
20717				    15.5	
20729				    15.2	
20740				    15.2	
20751				    15.3	
20762				    15.3	
20773				    15.2	
20784				    15.6	
20796				    15.6	
20807				    15.6	
20818				    16.8	
20829				    17.0	
20840				    16.7	
20852				    16.9	
20863				    16.6	
20874				    16.4	
20885				    16.4	
20896				    16.7	
20907				    17.1	
20918				    17.1	
20929				    17.2	
20940				    17.2	
20952				    17.2	
20963				    17.2	
20974				    17.2	
20985				    17.2	
20996				    17.2	
21007				    17.2	
21018				    17.2	
21029				    17.3	
21040				    17.3	
21052				    17.3	
21063				    17.6	
21074				    17.6	
21085				    17.6	
21096				    17.7	
21108				    17.7	
21119				    18.2	
21130				    18.3	
21141				    18.3	
21152				    18.0	
21164				    18.5	
