15445				    20.537
15455				    20.537
15466				    20.537
15477				    15.426
15487				    5.431
15498				    6.627
15509				    6.02
15520				    4.994
15531				    1.647
15541				    1.603
15552				    1.633
15563				    1.312
15574				    1.232
15585				    1.209
15596				    0.864
15606				    1.369
15617				    1.638
15628				    1.515
15638				    2.47
15649				    0.803
15660				    2.038
15671				    4.068
15681				    1.046
15692				    1.185
15703				    1.94
15714				    2.222
15725				    2.609
15735				    4.072
15746				    5.297
15757				    2.788
15768				    0.363
15779				    0.972
15789				    2.042
15798				    1.438
15806				    3.127
15814				    1.429
15822				    2.699
15830				    1.986
15839				    3.213
15847				    2.003
15855				    1.58
15863				    1.57
15871				    1.293
15879				    2.156
15887				    4.712
