14143				    2.6	
14148				    2.6	
14154				    2.6	
14160				    2.6	
14165				    2.6	
14171				    2.6	
14177				    2.6	
14182				    2.6	
14188				    3.1	
14194				    4.5	
14200				    4.5	
14206				    4.5	
14212				    4.5	
14217				    4.5	
14223				    5.3	
14228				    7.6	
14234				    7.8	
14240				    8.1	
14245				    8.2	
14251				    8.7	
14256				    9.9	
14262				    10.8	
14268				    12.3	
14273				    12.7	
14279				    13.9	
14285				    15.8	
14291				    16.3	
14296				    17.4	
14302				    22.0	
14307				    26.2	
14313				    27.9	
14318				    31.8	
14324				    32.6	
14330				    33.7	
14335				    36.7	
14341				    38.3	
14347				    37.6	
14352				    36.6	
14358				    36.6	
14363				    36.6	
14369				    36.6	
14375				    32.8	
14380				    30.6	
14386				    33.6	
14392				    52.1	
14397				    61.1	
14403				    61.1	
14409				    67.8	
14415				    67.8	
14421				    70.7	
14426				    75.9	
14432				    78.9	
14437				    72.0	
14443				    74.1	
14449				    75.4	
14455				    80.6	
14461				    79.6	
14466				    76.2	
14472				    73.5	
14478				    71.5	
14484				    75.1	
14489				    98.0	
14495				    103.2	
14501				    111.7	
14507				    112.6	
14512				    110.7	
14518				    102.7	
14524				    103.7	
14530				    102.1	
14536				    99.3	
14542				    90.7	
