22044				    1
22055				    1
22067				    1
22078				    1
22089				    1
22101				    1
22112				    1
22124				    1
22135				    1
22147				    1
22158				    1.7	
22170				    1.7	
22181				    1.7	
22192				    1.7	
22204				    1.7	
22215				    1.7	
22227				    1.7	
22238				    1.7	
22250				    1.7	
22261				    1.8	
22273				    2.2	
22284				    3.2	
22298				    3.2	
22309				    3.2	
22321				    3.2	
22332				    3.2	
22344				    3.2	
22355				    3.2	
22366				    3.2	
22378				    3.2	
22389				    3.2	
22401				    4.6	
22412				    4.6	
22423				    4.7	
22435				    5.5	
22447				    5.5	
22458				    5.5	
22470				    5.5	
22481				    5.5	
22492				    5.5	
22504				    5.5	
22515				    5.5	
22527				    5.5	
22538				    5.5	
22550				    6.1	
22561				    6.1	
22572				    6.7	
22584				    6.7	
22595				    7.6	
22607				    8.2	
22618				    8.5	
22630				    8.5	
22641				    8.5	
22653				    8.5	
22664				    8.5	
22675				    8.5	
22687				    8.5	
22698				    8.5	
22710				    8.5	
22721				    8.5	
22732				    8.9	
22744				    8.9	
22755				    9.4	
22766				    9.4	
22778				    10.9	
22789				    10.8	
22801				    10.9	
22812				    11.0	
22823				    11.3	
22834				    11.3	
22846				    11.5	
22857				    11.8	
22869				    11.8	
22880				    13.0	
22891				    13.2	
22903				    13.2	
22914				    13.2	
22925				    13.2	
22937				    12.9	
22948				    12.9	
22959				    12.9	
22971				    12.9	
22982				    12.9	
22993				    13.4	
23006				    13.5	
23017				    13.6	
23028				    13.6	
23040				    14.1	
23051				    14.1	
23062				    14.2	
23074				    14.3	
23085				    14.3	
23097				    14.1	
23108				    14.1	
23119				    14.9	
23130				    15.2	
23142				    15.6	
23152				    15.6	
23161				    15.8	
23169				    15.8	
23178				    15.8	
23186				    15.8	
23194				    15.8	
23203				    15.9	
23211				    16.0	
23220				    16.7	
23228				    16.7	
23236				    17.0	
23245				    17.0	
23253				    17.0	
23261				    17.0	
23269				    16.7	
23278				    16.6	
23286				    16.6	
23294				    16.6	
23302				    16.6	
23311				    16.8	
23319				    16.8	
23328				    16.8	
23339				    16.8	
23350				    16.8	
23361				    16.8	
23373				    17.2	
23384				    17.2	
23395				    16.9	
23406				    16.9	
23417				    16.9	
23429				    16.5	
23440				    17.4	
23451				    17.5	
23462				    17.5	
23473				    17.5	
23485				    17.4	
23496				    17.5	
23507				    17.5	
23518				    17.5	
23530				    17.3	
23541				    17.6	
23552				    17.6	
23563				    17.5	
