0				    1
11				    1
22				    1
33				    1
44				    1
55				    2.2	
66				    2.2	
78				    2.2	
89				    3.6	
100				    4.3	
111				    7.9	
123				    7.9	
134				    8.9	
145				    8.9	
156				    12.0	
168				    12.0	
179				    11.4	
191				    11.3	
203				    11.0	
214				    12.0	
226				    12.4	
237				    13.6	
248				    13.8	
259				    13.5	
270				    13.2	
281				    12.3	
292				    13.6	
304				    13.5	
315				    12.7	
327				    12.9	
338				    12.9	
349				    12.8	
360				    13.4	
372				    13.4	
383				    13.2	
394				    13.2	
405				    13.2	
416				    12.6	
428				    12.5	
439				    12.6	
450				    12.6	
461				    13.0	
472				    13.0	
483				    13.0	
495				    12.7	
506				    12.7	
517				    12.5	
528				    12.3	
539				    11.8	
551				    11.8	
562				    11.8	
575				    11.4	
586				    11.4	
597				    10.9	
608				    10.9	
619				    10.8	
630				    10.8	
642				    11.3	
654				    11.5	
665				    11.5	
676				    11.5	
687				    11.4	
699				    11.3	
710				    11.2	
721				    11.0	
732				    11.0	
743				    10.9	
754				    10.9	
765				    11.1	
777				    11.1	
788				    11.1	
799				    11.3	
810				    11.3	
822				    11.3	
833				    11.2	
844				    11.2	
855				    10.9	
866				    10.9	
878				    11.0	
889				    10.9	
900				    10.9	
912				    10.9	
923				    10.7	
934				    10.7	
945				    10.8	
956				    10.9	
967				    11.0	
979				    11.0	
990				    10.8	
1001				    10.8	
1013				    10.7	
1023				    10.7	
1035				    10.7	
1046				    10.7	
1058				    10.7	
1069				    10.7	
1080				    10.7	
1091				    10.7	
1103				    10.7	
1114				    10.7	
1125				    10.7	
1136				    10.7	
1148				    10.7	
1159				    10.7	
1171				    10.8	
1182				    10.7	
1193				    10.6	
1204				    10.6	
1215				    10.4	
1226				    10.5	
1237				    10.5	
1249				    10.5	
1260				    10.7	
1271				    10.7	
1282				    10.7	
1293				    10.7	
1304				    10.7	
1315				    10.7	
1326				    10.7	
1338				    10.7	
1349				    10.8	
1360				    10.8	
1371				    10.8	
1382				    10.8	
1393				    10.8	
1404				    10.8	
1415				    10.8	
1426				    10.8	
1438				    10.8	
1449				    10.8	
1460				    10.8	
1471				    10.8	
1483				    10.8	
1494				    10.8	
1505				    10.8	
1517				    10.8	
1527				    10.8	
1539				    10.8	
1550				    10.8	
1561				    10.9	
1573				    11.0	
1584				    11.0	
1595				    11.1	
1607				    11.3	
1618				    11.3	
1629				    11.2	
1641				    11.4	
1651				    11.8	
1662				    11.8	
1674				    12.0	
1685				    12.0	
1696				    12.0	
1708				    12.2	
1719				    12.2	
1730				    12.2	
1741				    12.2	
1752				    12.2	
1763				    12.2	
1775				    12.2	
1784				    12.2	
1791				    12.2	
1797				    12.2	
1804				    12.2	
1811				    12.3	
1818				    12.4	
1826				    12.4	
1837				    12.5	
1849				    12.5	
1861				    12.5	
1872				    12.5	
1883				    12.5	
1894				    12.8	
1905				    12.8	
1916				    13.1	
1927				    13.2	
1939				    13.3	
1950				    13.3	
1961				    13.3	
1972				    13.3	
1984				    13.3	
1995				    13.4	
2006				    13.5	
2018				    13.6	
2029				    13.6	
2040				    13.6	
2052				    13.6	
2063				    13.7	
2074				    13.8	
2085				    13.8	
2096				    14.1	
2107				    14.1	
2119				    14.1	
2130				    14.3	
2141				    14.4	
2152				    14.4	
2164				    14.4	
2176				    14.3	
2187				    14.3	
2198				    14.6	
2210				    14.7	
2221				    14.7	
2233				    14.7	
2244				    15.0	
2255				    15.0	
2267				    15.2	
2278				    15.2	
2289				    15.2	
2301				    15.3
2312				    15.3
2323				    15.1
2334				    14.9
2345				    14.8
2356				    14.8
2367				    14.7
2378				    14.7
2390				    14.4
2401				    14.4
2412				    14.4
2423				    14.1
2434				    14.1
2446				    13.9
2458				    14.0
2469				    14.0
2481				    13.7
2492				    13.7
2503				    13.7
2515				    13.6
2526				    13.4
2537				    13.3
2549				    13.3
2560				    13.1
2571				    12.9
2583				    12.8
2594				    12.8
2606				    12.8
2617				    12.5
2628				    12.4
2639				    12.3
2650				    12.2
2662				    12.1
2673				    12.0
2684				    11.8
2696				    11.8
2707				    11.5
2719				    11.5
2730				    11.5
2741				    11.3
2748				    11.3
2755				    11.2
2761				    11.0
2768				    11.0
2775				    11.0
2782				    10.9
2788				    10.8
2795				    10.8
2802				    10.7
2809				    10.7
2815				    10.7
2822				    10.6
2829				    10.6
2836				    10.5
2843				    10.5
2850				    10.5
2856				    10.5
2863				    10.3
2870				    10.3
2877				    10.3
2883				    10.2
2890				    10.2
2897				    10.2
2903				    10.0
2910				    10.0
2917				    10.0
2923				    10.0
2930				    10.0
2937				    9.8
2944				    9.8
2950				    9.7
2957				    9.7
2964				    9.6
2970				    9.6
2977				    9.6
2984				    9.5
2990				    9.3
2997				    9.3
3004				    9.3
3011				    9.3
3017				    9.2
3024				    9.2
3031				    9.2
3038				    9.1
3045				    9.1
3051				    9.1
3058				    9.0
3065				    8.9
3072				    8.8
3078				    8.8
3085				    8.7
3092				    8.6
3099				    8.6
3106				    8.6
3112				    8.6
3119				    8.6
3126				    8.4
3133				    8.3
3140				    8.3
3147				    8.2
3154				    8.2
3161				    8.2
3168				    8.2
3174				    8.2
3181				    7.9
3188				    7.9
3195				    7.9
3201				    7.9
3208				    7.9
3215				    7.8
3227				    7.8
3239				    7.8
3250				    7.8
3261				    7.6
3272				    7.6
3283				    7.5
3295				    7.5
3306				    7.4
3318				    7.4
3329				    7.3
3340				    7.2
3351				    7.1
3363				    7.1
3374				    7.0
3385				    7.0
3397				    6.9
3408				    6.9
3419				    6.9
3431				    6.6
3442				    6.6
3454				    6.6
3465				    6.6
3476				    5.2
3488				    5.2
3499				    5.1
3511				    4.9
3523				    4.8
3534				    4.7
3545				    4.6
3557				    4.6
3569				    4.5
3580				    4.4
3591				    4.4
3603				    4.3
3614				    4.2
3625				    4.2
3637				    4.0
3649				    4.0
3660				    3.9
3671				    3.8
3683				    3.7
3694				    3.7
3706				    3.6
3717				    3.6
3729				    3.5
3740				    3.4
3751				    3.3
3763				    3.3
3774				    3.2
3786				    3.2
3797				    3.1
3809				    3.0
3820				    3.0
3831				    3.0
3843				    2.9
3854				    2.8
3865				    2.7
3877				    2.7
3888				    2.7
3899				    2.6
3910				    2.6
3922				    2.6
3934				    2.5
3945				    2.5
3957				    2.4
3968				    2.4
3979				    2.3
3991				    2.3
4002				    2.2
4013				    2.2
4025				    2.2
4036				    2.1
4047				    2.0
4059				    2.0
4070				    2.0
4081				    1.9
4092				    1.9
4104				    1.9
4116				    1.8
4127				    1.8
4138				    1.8
4150				    1.8
4161				    1.7
4173				    1.7
4184				    1.6
4196				    1.6
4207				    1.6
4218				    1.5
4229				    1.5
4240				    1.5
4252				    1.5
4263				    1.4
4274				    1.4
4286				    1.3
4297				    1.3
4309				    1.3
4321				    1.2
4332				    1.2
4343				    1.2
4354				    1.1
4366				    1.1
4377				    1.1
4388				    1.0
4400				    1
4411				    1
4423				    1
4434				    1
4445				    1
4457				    1
4469				    1
4480				    1
4489				    1
4498				    1
4508				    1
4517				    1
4525				    1
4534				    1
4542				    1
4550				    1
4559				    1
4567				    1
4576				    1
4584				    1
4592				    1
4601				    1
4609				    1
4617				    1
4626				    1
4634				    1
4643				    1
4651				    1
4660				    1
4668				    1
4676				    1
4685				    1
4693				    1
4702				    1
4710				    1
4718				    1
4727				    1
4736				    1
4744				    1
4752				    1
4761				    1
4769				    4.1
4777				    4.1
4785				    2.0
4794				    2.0
4802				    4.1
4811				    4.1
4819				    4.1
4827				    4.1
4835				    4.1
4844				    4.1
4852				    4.1
4860				    4.1
4868				    4.1
4877				    4.1
4885				    4.1
4894				    4.1
4902				    4.1
4910				    4.1
4919				    4.1
