47954				    1
47966				    1
47977				    1
47988				    1
48000				    1
48011				    1
48022				    1
48033				    1
48044				    1
48055				    1
48067				    1.2	
48079				    1.9	
48090				    1.9	
48101				    1.9	
48112				    1.9	
48123				    1.9	
48134				    1.9	
48145				    1.9	
48157				    1.9	
48168				    1.9	
48179				    2.6	
48190				    3.5	
48201				    3.5	
48212				    3.5	
48223				    3.5	
48235				    3.5	
48246				    3.5	
48257				    3.5	
48268				    3.5	
48279				    3.6	
48291				    3.8	
48302				    4.3	
48313				    4.5	
48324				    5.0	
48335				    5.3	
48347				    6.3	
48358				    6.3	
48369				    6.3	
48380				    6.3	
48391				    6.3	
48402				    6.3	
48413				    6.3	
48424				    6.3	
48436				    6.3	
48447				    6.3	
48458				    6.3	
48469				    5.8	
48480				    5.5	
48492				    5.4	
48503				    5.4	
48514				    5.4	
48525				    5.7	
48537				    6.1	
48548				    6.1	
48559				    6.7	
48571				    7.4	
48582				    7.4	
48593				    7.4	
48604				    7.4	
48615				    7.4	
48626				    7.4	
48638				    7.4	
48649				    7.4	
48660				    7.4	
48671				    8.3	
48682				    8.3	
48693				    11.0	
48704				    11.1	
48715				    11.0	
48726				    11.0	
48737				    11.1	
48749				    11.8	
48760				    12.0	
48771				    12.0	
48782				    12.1	
48793				    12.1	
48805				    12.1	
48816				    12.1	
48827				    11.9	
48838				    11.6	
48849				    11.6	
48860				    11.6	
48871				    11.1	
48883				    10.7	
48894				    10.7	
48905				    10.3	
48916				    10.1	
48927				    10.0	
48938				    10.0	
48950				    10.0	
48961				    10.0	
48972				    9.8	
48983				    9.8	
48994				    9.8	
49006				    9.8	
49017				    9.8	
49028				    9.8	
49039				    9.8	
49051				    9.8	
49062				    9.8	
49073				    9.8	
49085				    9.8	
49097				    9.8	
49108				    9.4	
49119				    9.4	
49130				    7.6	
49141				    7.6	
49153				    7.6	
49164				    7.6	
49175				    7.6	
49186				    7.6	
49197				    7.5	
49208				    7.5	
49219				    7.5	
49230				    7.4	
49241				    7.3	
49252				    7.3	
49264				    7.3	
49275				    7.3	
49286				    7.3	
49298				    7.3	
49309				    7.3	
49320				    7.3	
49331				    7.3	
49342				    7.3	
49353				    7.3	
49364				    7.3	
49375				    7.3	
49387				    7.3	
49398				    7.3	
49409				    7.4	
49421				    7.4	
49432				    7.4	
49443				    7.3	
49454				    7.4	
49465				    7.4	
49477				    7.4	
49488				    7.4	
49499				    7.4	
49510				    7.4	
49521				    7.4	
49532				    7.4	
49543				    7.4	
49554				    7.4	
49565				    7.4	
49576				    7.4	
49588				    7.4	
49599				    7.4	
49610				    7.4	
49621				    7.5	
49632				    7.6	
49644				    7.7	
49655				    7.8	
49666				    7.9	
49677				    7.9	
49688				    8.0	
49699				    8.1	
49710				    8.1	
49721				    8.1	
49733				    8.1	
49744				    8.1	
49755				    8.1	
49766				    8.1	
49777				    8.1	
49788				    8.1	
49799				    8.1	
49810				    8.1	
49822				    8.1	
49833				    8.1	
49844				    8.1	
49855				    8.1	
49866				    8.3	
49877				    8.3	
49888				    8.4	
49899				    8.7	
49911				    8.7	
49922				    8.7	
49933				    8.7	
49944				    8.7	
49955				    8.8	
49966				    8.8	
49977				    8.8	
49988				    8.8	
49999				    8.8	
50011				    8.8	
50022				    8.9	
50033				    8.9	
50044				    9.1	
50055				    9.1	
50067				    9.2	
50078				    9.3	
50089				    9.3	
50100				    9.3	
50111				    9.2	
50122				    9.1	
50133				    9.1	
50145				    9.1	
50156				    9.1	
50167				    9.1	
50178				    9.2	
50189				    9.3	
50200				    9.3	
50211				    9.3	
50222				    9.3	
