16460				    1
16470				    1
16480				    1
16490				    1
16500				    1
16510				    1.1	
16520				    1.6	
16530				    2.0	
16540				    2.3	
16550				    2.3	
16560				    2.3	
16570				    2.3	
16580				    2.3	
16591				    3.9	
16600				    4.0	
16610				    4.3	
16620				    4.3	
16630				    4.5	
16640				    4.5	
16650				    4.5	
16661				    4.5	
16671				    4.5	
16681				    4.5	
16691				    4.5	
16701				    4.7	
16711				    4.8	
16721				    4.8	
16731				    4.6	
16741				    4.8	
16751				    4.9	
16761				    5.2	
16771				    5.2	
16781				    5.2	
16791				    5.2	
16801				    5.1	
16811				    5.1	
16821				    5.1	
16831				    5.1	
16841				    5.1	
16851				    5.2	
16861				    5.2	
16871				    5.2	
16881				    5.2	
16891				    5.0	
16901				    5.0	
16911				    4.9	
16921				    5.2	
16931				    5.2	
16941				    5.3	
16951				    5.4	
16961				    5.4	
16971				    5.5	
16981				    5.5	
16991				    5.5	
17002				    5.6	
17011				    5.7	
17021				    5.7	
17031				    5.8	
17041				    5.8	
17051				    5.9	
17061				    5.9	
17072				    5.9	
17082				    5.9	
17092				    5.9	
17102				    5.9	
17112				    5.9	
17122				    6.0	
17132				    6.0	
17142				    6.0	
17152				    5.9	
17162				    6.1	
17171				    6.3	
17177				    6.3	
17183				    6.3	
17188				    6.3	
17194				    6.3	
17199				    6.3	
17205				    6.3	
17210				    6.3	
17216				    6.5	
17221				    6.5	
17227				    6.5	
17232				    6.5	
17238				    6.5	
17243				    6.5	
17249				    6.5	
17254				    6.6	
17259				    6.6	
17265				    6.6	
17270				    6.8	
17277				    6.8	
17285				    6.8	
17293				    6.7	
17301				    7.0	
17309				    7.0	
17317				    7.2	
17325				    7.2	
17333				    7.3	
17341				    7.4	
17349				    7.4	
17357				    7.4	
17365				    7.6	
17373				    7.6	
17381				    7.6	
17389				    7.7	
17397				    7.8	
17406				    7.8	
17414				    7.8	
17422				    7.9	
17430				    7.9	
17438				    8.1	
17445				    8.1	
17453				    8.2	
17461				    8.2	
17470				    8.2	
17478				    8.2	
17486				    8.2	
17494				    9.0	
17502				    9.0	
17510				    9.1	
17518				    9.1	
17526				    9.6	
17534				    9.6	
17542				    9.7	
17550				    9.7	
17558				    9.7	
17566				    10.5	
17574				    10.8	
17582				    10.9	
17590				    11.2	
17598				    11.2	
17606				    11.3	
17614				    11.3	
17622				    11.3	
17630				    11.5	
17638				    12.1	
17646				    12.1	
17654				    12.1	
17662				    12.2	
17670				    12.3	
17678				    12.4	
17686				    12.6	
17694				    12.7	
17702				    12.7	
17710				    12.7	
17718				    13.2	
17726				    13.3	
17734				    13.6	
17742				    13.8	
17750				    13.9	
17758				    13.9	
17766				    13.9	
17774				    13.8	
17782				    14.0	
17790				    14.0	
17798				    14.1	
17806				    14.2	
17814				    14.2	
17823				    14.4	
17831				    14.5	
17839				    14.7	
17847				    14.7	
17855				    14.7	
17863				    14.7	
17871				    14.7	
17879				    14.7	
17887				    14.7	
17895				    14.7	
17903				    14.7	
17911				    14.8	
17920				    14.9	
17928				    14.9	
17935				    14.8	
17943				    14.8	
17952				    14.9	
17960				    14.9	
17969				    14.9	
17977				    14.9	
17985				    14.9	
17993				    14.9	
18001				    14.9	
18009				    14.8	
18017				    15.0	
18025				    15.1	
18033				    15.2	
18041				    15.2	
18049				    15.3	
18057				    15.3	
18065				    15.3	
18073				    15.1	
18081				    15.0	
18091				    15.0	
18101				    14.8	
18111				    15.1	
18122				    15.1	
18132				    14.9	
18142				    15.1	
18152				    15.1	
18162				    15.4	
18172				    15.5	
18182				    15.5	
18192				    15.2	
