4336				    1
4348				    1
4359				    1
4369				    1.7	
4380				    3.5	
4392				    3.5	
4403				    7.3	
4413				    7.3	
4425				    9.5	
4436				    10.6	
4447				    16.9	
4458				    20.3	
4469				    20.1	
4480				    27.8	
4491				    34.3	
4502				    34.3	
4513				    45.1	
4524				    40.0	
4535				    39.2	
4546				    58.2	
4557				    64.3	
4568				    64.3	
4579				    64.3	
4590				    59.3	
4601				    46.9	
4612				    67.8	
4624				    72.7	
4635				    69.3	
4646				    111.0	
4657				    116.1	
4668				    109.1	
4679				    95.2	
4690				    91.0	
4701				    95.2	
4712				    93.0	
