16036				    1
16047				    1
16058				    1
16069				    1
16080				    1
16091				    1
16103				    1
16114				    1
16126				    1
16137				    1.2	
16148				    1.2	
16158				    1.2	
16170				    1.2	
16181				    1.2	
16191				    1.2	
16202				    1.2	
16213				    1.2	
16224				    1.2	
16236				    1.2	
16247				    1.2	
16258				    1.2	
16269				    1.2	
16280				    1.4	
16291				    2.1	
16302				    2.1	
16314				    2.1	
16325				    2.1	
16336				    2.1	
16347				    2.1	
16359				    2.1	
16370				    2.1	
16382				    2.1	
16393				    2.1	
16404				    3.3	
16415				    3.4	
16426				    3.4	
16438				    3.6	
16449				    3.6	
16460				    3.8	
16471				    3.8	
16482				    3.8	
16493				    3.8	
16505				    3.8	
16516				    3.8	
16527				    3.8	
16538				    3.8	
16549				    3.8	
16560				    3.8	
16571				    3.8	
16583				    3.9	
16594				    4.5	
16605				    4.5	
16616				    4.7	
16627				    4.9	
16639				    5.6	
16650				    5.8	
16661				    6.2	
16672				    6.2	
16683				    6.2	
16695				    6.2	
16706				    6.2	
16717				    6.2	
16728				    6.2	
16739				    6.2	
16750				    6.2	
16762				    6.5	
16773				    6.7	
16784				    7.2	
16796				    7.2	
16807				    7.3	
16818				    7.7	
16829				    7.7	
16841				    7.9	
16852				    8.0	
16863				    8.0	
16874				    8.6	
16886				    9.5	
16897				    9.6	
16908				    9.7	
16920				    9.6	
16931				    9.6	
16942				    9.6	
16953				    9.6	
16964				    9.6	
16976				    9.6	
16987				    10.3	
16998				    10.6	
17009				    11.0	
17020				    11.0	
17032				    11.0	
17043				    12.6	
17054				    12.6	
17065				    13.1	
17076				    13.1	
17088				    13.0	
17099				    13.7	
17111				    14.4	
17122				    14.7	
17133				    14.6	
17144				    14.5	
17156				    14.5	
17167				    15.0	
17179				    15.1	
17190				    15.0	
17201				    15.1	
17212				    15.2	
17223				    15.2	
17235				    15.3	
17246				    15.3	
17257				    15.3	
17268				    15.3	
17279				    15.3	
17291				    15.3	
17302				    15.3	
17313				    15.3	
17324				    15.3	
17335				    15.3	
17346				    16.7	
17357				    16.7	
17368				    16.7	
17380				    16.9	
17391				    16.9	
17402				    16.6	
17413				    16.6	
17424				    16.8	
17436				    17.2	
17447				    17.4	
17458				    17.6	
17469				    17.4	
17480				    17.4	
17492				    17.6	
17503				    17.6	
17514				    17.7	
17525				    17.9	
17536				    17.9	
17548				    18.6	
17559				    18.8	
17570				    18.9	
17581				    18.9	
17592				    19.2	
17604				    19.2	
17615				    18.9	
17626				    18.9	
