17545				    1
17557				    1
17568				    1
17580				    1
17591				    1
17603				    1
17614				    1
17626				    1
17637				    1
17648				    1.5	
17660				    1.4
17671				    1.5	
17682				    1.5	
17693				    1.5	
17705				    1.5	
17716				    1.5	
17728				    1.5	
17739				    1.5	
17750				    1.5	
17762				    2.5	
17773				    2.5	
17784				    2.5	
17796				    2.8	
17807				    2.8	
17819				    2.8	
17830				    2.8	
17841				    2.8	
17853				    2.8	
17864				    2.8	
17876				    4.6	
17887				    4.8	
17898				    4.9	
17910				    5.9	
17921				    5.9	
17932				    5.9	
17944				    5.9	
17955				    5.9	
17967				    5.9	
17978				    5.9	
17989				    6.2	
18001				    6.2	
18013				    7.6	
18024				    7.9	
18036				    7.9	
18047				    8.0	
18058				    8.1	
18070				    8.1	
18081				    8.4	
18092				    8.4	
18104				    8.4	
18115				    8.4	
18127				    8.1	
18138				    8.1	
18149				    8.2	
18161				    8.5	
18172				    8.5	
18184				    8.5	
18195				    9.1	
18207				    9.1	
18218				    9.1	
18229				    8.7	
18241				    8.8	
18252				    8.8	
18264				    8.6	
18275				    8.6	
18287				    8.5	
18298				    8.6	
18310				    8.6	
18321				    8.6	
18333				    8.8	
18344				    8.8	
18355				    9.0	
18367				    9.0	
18378				    8.9	
18389				    8.9	
18401				    8.8	
18412				    8.7	
18423				    8.7	
18435				    8.7	
18446				    8.8	
18457				    8.8	
18469				    8.8	
18480				    8.8	
18491				    8.8	
18503				    8.5	
18514				    8.5	
18525				    8.2	
18537				    8.2	
18548				    8.9	
18560				    9.1	
18572				    9.9	
18584				    9.9	
18595				    10.4	
18607				    10.7	
18618				    10.7	
18629				    10.9	
18641				    11.6	
18652				    11.9	
18663				    11.9	
18675				    12.2	
18686				    12.5	
18697				    13.5	
18709				    13.5	
18720				    13.9	
18732				    14.5	
18743				    15.2	
18754				    15.3	
18766				    15.4	
18777				    15.4	
18789				    15.3	
18800				    15.3	
18811				    15.3	
18823				    15.7	
18834				    15.7	
18846				    16.4	
18857				    16.7	
18869				    16.7	
18880				    17.1	
18891				    17.2	
18903				    16.9	
18914				    16.8	
18926				    16.4	
18937				    16.5	
18949				    16.7	
18960				    16.6	
18972				    16.7	
18983				    16.6	
18995				    16.5	
19006				    16.2	
19017				    16.2	
19029				    16.2	
19040				    16.0	
19052				    16.2	
19063				    16.9	
19074				    16.8	
19086				    16.9	
19097				    17.1	
19109				    17.3	
19120				    17.2	
19132				    17.2	
19143				    17.1	
