1135				    1
1146				    1
1157				    1
1168				    1
1179				    2.0	
1190				    2.0	
1201				    2.0	
1212				    2.0	
1223				    2.0	
1234				    2.0	
1245				    2.0	
1256				    2.0	
1268				    2.0	
1278				    2.0	
1289				    2.0	
1300				    2.0	
1311				    2.0	
1322				    2.0	
1333				    2.0	
1344				    2.0	
1355				    2.0	
1366				    2.0	
1377				    2.0	
1387				    1.9	
1398				    2.1	
1410				    2.1	
1421				    2.1	
1432				    2.1	
1443				    2.1	
1454				    2.1	
1465				    2.1	
1476				    2.1	
1487				    2.1	
1498				    2.1	
1510				    2.1	
1520				    2.1	
1531				    2.1	
1543				    2.1	
1554				    2.5	
1565				    3.6	
1576				    4.4	
1587				    4.9	
1598				    4.9	
1609				    4.9	
1620				    4.9	
1631				    4.9	
1642				    4.9	
1653				    4.9	
1664				    4.9	
1675				    4.9	
1686				    4.9	
1697				    4.9	
1708				    4.9	
1719				    4.9	
1730				    4.9	
1741				    4.9	
1752				    4.9	
1763				    4.9	
1774				    4.9	
1785				    4.9	
1796				    6.4	
1807				    6.4	
1817				    7.6	
1828				    7.6	
1839				    7.6	
1850				    7.6	
1861				    7.5	
1872				    7.5	
1883				    7.5	
1894				    7.5	
1905				    7.5	
1916				    7.5	
1927				    7.5	
1938				    7.5	
1949				    7.5	
1960				    7.5	
1971				    7.5	
1982				    7.5	
1993				    7.5	
2004				    7.6	
2015				    9.0	
2026				    10.7	
2037				    10.9	
2048				    11.9	
2059				    13.5	
2070				    13.5	
2081				    13.5	
2092				    13.5	
2103				    13.5	
2113				    13.5	
2124				    13.5	
2136				    13.5	
2147				    13.5	
2158				    13.2	
2169				    13.2	
2180				    13.2	
2192				    13.2	
2202				    13.2	
2213				    13.2	
2224				    14.6	
2235				    17.0	
2246				    20.1	
2257				    21.5	
2268				    22.1	
2279				    24.1	
2290				    24.6	
2301				    27.3	
2312				    27.3	
2323				    27.3	
2334				    27.3	
2344				    27.3	
2355				    27.9	
2366				    27.9	
2377				    27.9	
2388				    27.9	
2398				    27.9	
2409				    27.9	
2420				    33.1	
2431				    37.0	
2442				    39.5	
2452				    41.0	
2463				    40.1	
2474				    40.1	
2485				    40.1	
2496				    40.1	
2507				    40.1	
2518				    40.1	
