5424				    1
5435				    1
5446				    1
5457				    1
5468				    1
5479				    1
5491				    1
5502				    1
5513				    1.3	
5524				    2.2	
5535				    2.2	
5547				    2.2	
5558				    2.2	
5569				    2.2	
5580				    2.2	
5592				    2.5	
5603				    2.9	
5614				    4.8	
5625				    4.8	
5637				    4.8	
5648				    4.8	
5659				    4.8	
5670				    4.8	
5682				    5.0	
5693				    5.3	
5704				    6.7	
5715				    8.9	
5726				    8.9	
5738				    8.9	
5749				    8.9	
5760				    8.9	
5772				    8.9	
5783				    8.9	
5795				    8.9	
5806				    8.8	
5817				    9.0	
5829				    11.6	
5840				    14.1	
5851				    14.1	
5862				    14.1	
5873				    14.1	
5884				    14.1	
5895				    14.1	
5907				    14.1	
5918				    14.1	
5930				    14.1	
5941				    14.2	
5952				    14.1	
5963				    14.2	
5975				    14.6	
5986				    17.6	
5997				    20.0	
6008				    21.3	
6020				    21.5	
6030				    21.5	
6041				    21.5	
6053				    21.5	
6064				    21.5	
6075				    20.7	
6086				    20.7	
6097				    23.7	
6108				    25.0	
6120				    26.4	
6131				    28.0	
6142				    28.3	
6153				    31.2	
6165				    34.9	
6176				    36.3	
6187				    38.1	
6198				    39.4	
6209				    39.4	
6220				    39.4	
6231				    40.9	
6243				    40.9	
6254				    40.9	
6265				    41.0	
6276				    40.8	
6287				    42.5	
6298				    45.7	
6309				    45.7	
6320				    45.2	
6332				    40.9	
6343				    40.1	
