8294				    1
8306				    1
8317				    1
8328				    1
8340				    1
8351				    2.3	
8362				    2.3	
8373				    2.3	
8384				    2.3	
8396				    2.3	
8407				    2.3	
8418				    2.3	
8429				    2.3	
8440				    2.3	
8451				    2.3	
8463				    2.3	
8474				    2.6	
8485				    3.0	
8496				    3.3	
8507				    5.2	
8518				    13.7	
8530				    13.7	
8541				    13.7	
8552				    12.1	
8564				    12.6	
8575				    13.3	
8586				    18.3	
8597				    29.7	
8608				    40.8	
8619				    42.2	
8630				    46.7	
8642				    44.3	
8653				    38.3	
8665				    37.5	
8676				    37.6	
8687				    38.3	
8698				    38.2	
8709				    38.1	
8721				    37.9	
8732				    40.0	
8743				    39.7	
8754				    44.9	
8765				    44.7	
8777				    41.6	
8788				    39.1	
8799				    37.6	
8810				    39.8	
8822				    41.3	
8833				    41.2	
8844				    40.5	
8855				    39.3	
8866				    39.6	
8877				    39.0	
8889				    39.0	
8900				    39.0	
8911				    39.0	
8922				    33.8	
8933				    34.5	
8945				    36.4	
8956				    35.9	
8967				    34.3	
8978				    36.0	
8989				    35.6	
